KPI,Unit,Min,Max
mgw_1052a,mgw_1052,#,0,
mgw_1053a,mgw_1053,#,0,
mgw_1054a,mgw_1054,#,0,
mgw_1055a,mgw_1055,#,0,
mgw_1056a,mgw_1056,#,0,
mgw_1057a,mgw_1057,#,0,
mgw_1058a,mgw_1058,#,0,
mgw_1059a,mgw_1059,%,0,100
mgw_1060a,mgw_1060,%,0,100
mgw_1061a,mgw_1061,%,0,100
mgw_1062a,mgw_1062,%,0,100
mgw_1063a,mgw_1063,%,0,100
mgw_1064a,mgw_1064,%,0,100
mgw_1065a,mgw_1065,%,0,100
mgw_1066a,mgw_1066,%,0,100
mgw_1067a,mgw_1067,%,0,100
mgw_1068a,mgw_1068,%,0,100
mgw_1069a,mgw_1069,%,0,100
mgw_1070a,mgw_1070,%,0,100
mgw_1071a,mgw_1071,%,0,100
mgw_1071b,mgw_1071,%,0,100
mgw_1072a,mgw_1072,%,0,100
mgw_1073a,mgw_1073,%,0,100
mgw_1074a,mgw_1074,%,0,100
mgw_1075a,mgw_1075,%,0,100
mgw_1075b,mgw_1075,%,0,100
mgw_1075c,mgw_1075,%,0,100
mgw_1076a,mgw_1076,#,0,
mgw_1077a,mgw_1077,#,0,
mgw_1078a,mgw_1078,%,0,100
mgw_1079a,mgw_1079,%,0,100
mgw_1080a,mgw_1080,%,0,100
mgw_1081a,mgw_1081,%,0,100
mgw_1082a,mgw_1082,#,0,
mgw_1083a,mgw_1083,%,0,100
mgw_1084a,mgw_1084,%,0,100
mgw_1085a,mgw_1085,%,0,100
mgw_1086a,mgw_1086,%,0,100
mgw_1087a,mgw_1087,%,0,100
mgw_1088a,mgw_1088,%,0,100
mgw_1089a,mgw_1089,%,0,100
mgw_1090a,mgw_1090,%,0,100
mgw_1091a,mgw_1091,%,0,100
mgw_1092a,mgw_1092,%,0,100
mgw_1093a,mgw_1093,%,0,100
mgw_1094a,mgw_1094,%,0,100
mgw_1095a,mgw_1095,%,0,100
mgw_1096a,mgw_1096,%,0,100
mgw_1097a,mgw_1097,%,0,100
mgw_1097b,mgw_1097,%,0,100
mgw_1098a,mgw_1098,#,0,
mgw_1098b,mgw_1098,#,0,
mgw_1099a,mgw_1099,#,0,
mgw_1100a,mgw_1100,#,0,
mgw_1100b,mgw_1100,#,0,
mgw_1101a,mgw_1101,%,0,100
mgw_1101b,mgw_1101,%,0,100
mgw_1102a,mgw_1102,kb/s,0,
mgw_1103a,mgw_1103,%,0,100
mgw_1104a,mgw_1104,%,0,100
mgw_1105a,mgw_1105,%,0,100
mgw_1105b,mgw_1105,%,0,100
mgw_1106a,mgw_1106,%,0,100
mgw_274a,mgw_274,%,0,100
mgw_1107a,mgw_1107,%,0,100
mgw_1108a,mgw_1108,%,0,100
mgw_1109a,mgw_1109,%,0,100
mgw_1110a,mgw_1110,%,0,100
mgw_1112a,mgw_1112,%,0,100
mgw_1114a,mgw_1114,%,0,100
mgw_1116a,mgw_1116,%,0,100
mgw_1118a,mgw_1118,%,0,100
mgw_1120a,mgw_1120,%,0,100
mgw_1122a,mgw_1122,%,0,100
mgw_1124a,mgw_1124,#,0,
mgw_1125a,mgw_1125,%,0,100
mgw_1126a,mgw_1126,b/s,0,
mgw_1127a,mgw_1127,%,0,100
mgw_1128a,mgw_1128,%,0,100
mgw_1129a,mgw_1129,%,0,100
mgw_1129b,mgw_1129,%,0,100
mgw_1130a,mgw_1130,%,0,100
mgw_1131a,mgw_1131,%,0,100
mgw_1132a,mgw_1132,%,0,100
mgw_1133a,mgw_1133,%,0,100
mgw_1134a,mgw_1134,%,0,100
mgw_1135a,mgw_1135,%,0,100
mgw_1136a,mgw_1136,%,0,100
mgw_1137a,mgw_1137,%,0,100
mgw_1138a,mgw_1138,%,0,100
mgw_1139a,mgw_1139,#,0,
mgw_1140a,mgw_1140,#,0,
mgw_1141a,mgw_1141,%,0,100
mgw_1142a,mgw_1142,%,0,100
mgw_1143a,mgw_1143,%,0,100
mgw_1145a,mgw_1145,ms,0,
mgw_1146a,mgw_1146,ms,0,
mgw_1147a,mgw_1147,%,0,100
mgw_1148a,mgw_1148,%,0,100
mgw_1149a,mgw_1149,#,0,
mgw_1150a,mgw_1150,%,0,100
mgw_1151a,mgw_1151,%,0,100
mgw_1152a,mgw_1152,%,0,100
mgw_1153a,mgw_1153,%,0,100
mgw_1154a,mgw_1154,%,0,100
mgw_1155a,mgw_1155,%,0,100
mgw_1156a,mgw_1156,%,0,100
mgw_1157a,mgw_1157,%,0,100
mgw_1158a,mgw_1158,%,0,100
mgw_1159a,mgw_1159,%,0,100
mgw_1160a,mgw_1160,%,0,100
mgw_1161a,mgw_1161,%,0,100
mgw_1162a,mgw_1162,%,0,100
mgw_1163a,mgw_1163,%,0,100
mgw_1164a,mgw_1164,%,0,100
mgw_1165a,mgw_1165,%,0,100
mgw_1166a,mgw_1166,%,0,100
mgw_1167a,mgw_1167,%,0,100
mgw_1168a,mgw_1168,%,0,100
mgw_1169a,mgw_1169,%,0,100
mgw_1170a,mgw_1170,%,0,100
mgw_1171a,mgw_1171,%,0,100
mgw_1172a,mgw_1172,%,0,100
mgw_1173a,mgw_1173,%,0,100
mgw_1174a,mgw_1174,%,0,100
mgw_1175a,mgw_1175,%,0,100
mgw_1176a,mgw_1176,%,0,100
mgw_1177a,mgw_1177,%,0,100
mgw_1178a,mgw_1178,%,0,100
mgw_1179a,mgw_1179,%,0,100
mgw_1180a,mgw_1180,%,0,100
mgw_1181a,mgw_1181,%,0,100
mgw_1182a,mgw_1182,%,0,100
mgw_1183a,mgw_1183,%,0,100
mgw_1184a,mgw_1184,%,0,100
mgw_1185a,mgw_1185,%,0,100
mgw_1186a,mgw_1186,%,0,100
mgw_1187a,mgw_1187,%,0,100
mgw_1188a,mgw_1188,%,0,100
mgw_1189a,mgw_1189,%,0,100
mgw_1190a,mgw_1190,%,0,100
mgw_1191a,mgw_1191,%,0,100
mgw_1192a,mgw_1192,%,0,100
mgw_1193a,mgw_1193,%,0,100
mgw_1194a,mgw_1194,%,0,100
mgw_1195a,mgw_1195,%,0,100
mgw_1196a,mgw_1196,%,0,100
mgw_2000a,mgw_2000,%,0,100
mgw_2001a,mgw_2001,%,0,100
mgw_2002a,mgw_2002,%,0,100
mgw_2003a,mgw_2003,%,0,100
mgw_2004a,mgw_2004,kb/s,0,
mgw_2005a,mgw_2005,kb/s,0,
mgw_2006a,mgw_2006,Mb/s,0,
mgw_2007a,mgw_2007,Mb/s,0,
mgw_2008a,mgw_2008,#,0,
mgw_2009a,mgw_2009,kb/s,0,
mgw_2010a,mgw_2010,%,0,100
mgw_2011a,mgw_2011,%,0,100
mgw_2012a,mgw_2012,Mb,0,
mgw_2013a,mgw_2013,Mb,0,
mgw_2014a,mgw_2014,%,0,100
mgw_2015a,mgw_2015,Mb/s,0,
mgw_2016a,mgw_2016,%,0,100
mgw_2017a,mgw_2017,%,0,100
mgw_2018a,mgw_2018,%,0,100
mgw_2019a,mgw_2019,%,0,100
mgw_2020a,mgw_2020,#,0,
mgw_2021a,mgw_2021,#,0,
mgw_2022a,mgw_2022,kb/s,0,
mgw_2023a,mgw_2023,kb/s,0,
mgw_2024a,mgw_2024,kb/s,0,
mgw_2025a,mgw_2025,kb/s,0,
mgw_2026a,mgw_2026,#,0,
mgw_2027a,mgw_2027,#,0,
mgw_2028a,mgw_2028,#,0,
mgw_2029a,mgw_2029,#,0,
mgw_2030a,mgw_2030,#,0,
mgw_2031a,mgw_2031,#,0,
mgw_2032a,mgw_2032,#,0,
mgw_2033a,mgw_2033,#,0,
mgw_2034a,mgw_2034,#,0,
mgw_2035a,mgw_2035,#,0,
mgw_2036a,mgw_2036,#,0,
mgw_2037a,mgw_2037,#,0,
mgw_2038a,mgw_2038,#,0,
mgw_2039a,mgw_2039,#,0,
mgw_2040a,mgw_2040,#,0,
mgw_2041a,mgw_2041,%,0,100
mgw_2042a,mgw_2042,%,0,100
mgw_2043a,mgw_2043,%,0,100
mgw_2044a,mgw_2044,%,0,100
mgw_2045a,mgw_2045,%,0,100
mgw_2046a,mgw_2046,%,0,100
mgw_2047a,mgw_2047,%,0,100
mgw_2048a,mgw_2048,%,0,100
mgw_2049a,mgw_2049,%,0,100
mgw_2050a,mgw_2050,%,0,100
mgw_2051a,mgw_2051,%,0,100
mgw_2052a,mgw_2052,%,0,100
mgw_2053a,mgw_2053,%,0,100
mgw_2054a,mgw_2054,%,0,100
mgw_2055a,mgw_2055,#,0,
mgw_2056a,mgw_2056,%,0,100
mgw_2057a,mgw_2057,#,0,
mgw_2058a,mgw_2058,%,0,100
mgw_2059a,mgw_2059,#,0,
mgw_2059b,mgw_2059,#,0,
mgw_2060a,mgw_2060,%,0,100
mgw_2061a,mgw_2061,%,0,100
mgw_2062a,mgw_2062,%,0,100
mgw_2062b,mgw_2062,%,0,100
mgw_2063a,mgw_2063,%,0,100
mgw_2063b,mgw_2063,%,0,100
mgw_2064a,mgw_2064,%,0,100
mgw_2065a,mgw_2065,%,0,100
mgw_2066a,mgw_2066,%,0,100
mgw_2067a,mgw_2067,%,0,100
mgw_2068a,mgw_2068,#,0,
mgw_2069a,mgw_2069,#,0,
mgw_2070a,mgw_2070,#,0,
mgw_1200a,mgw_1200,%,0,100
mgw_1201a,mgw_1201,%,0,100
mgw_1202a,mgw_1202,%,0,100
mgw_1203a,mgw_1203,#,0,
mgw_1204a,mgw_1204,#,0,
mgw_1205a,mgw_1205,%,0,100
mgw_1206a,mgw_1206,kb/s,0,
mgw_1207a,mgw_1207,kb/s,0,
mgw_1208a,mgw_1208,%,0,100
mgw_1209a,mgw_1209,%,0,100
mgw_1210a,mgw_1210,%,0,100
mgw_1211a,mgw_1211,%,0,100
mgw_1212a,mgw_1212,%,0,100
mgw_1213a,mgw_1213,%,0,100
mgw_1214a,mgw_1214,%,0,100
mgw_1215a,mgw_1215,%,0,100
mgw_1216a,mgw_1216,%,0,100
mgw_1217a,mgw_1217,%,0,100
mgw_1218a,mgw_1218,%,0,100
mgw_1219a,mgw_1219,%,0,100
mgw_1220a,mgw_1220,%,0,100
mgw_1221a,mgw_1221,%,0,100
mgw_1222a,mgw_1222,%,0,100
mgw_1223a,mgw_1223,%,0,100
mgw_1224a,mgw_1224,%,0,100
mgw_1225a,mgw_1225,%,0,100
mgw_1226a,mgw_1226,%,0,100
mgw_1227a,mgw_1227,%,0,100
mgw_1228a,mgw_1228,%,0,100
mgw_1229a,mgw_1229,%,0,100
mgw_1230a,mgw_1230,%,0,100
mgw_1231a,mgw_1231,%,0,100
mgw_2071a,mgw_2071,#,0,
mgw_5002b,mgw_5002,#,0,
mgw_1144a,mgw_1144,%,0,100
mgw_1121a,mgw_1121,%,0,100
mgw_1123a,mgw_1123,%,0,100
mgw_1115a,mgw_1115,%,0,100
mgw_1119a,mgw_1119,%,0,100
mgw_1117a,mgw_1117,%,0,100
mgw_1113a,mgw_1113,%,0,100
mgw_1111a,mgw_1111,%,0,100
mgw_5001a,mgw_5001,#,0,
mgw_5003b,mgw_5003,#/s,0,
mgw_5004b,mgw_5004,#/s,0,
mgw_5011a,mgw_5011,%,0,100
mgw_5007b,mgw_5007,#/s,0,
mgw_5008b,mgw_5008,#/s,0,
mgw_5013a,mgw_5013,#,0,
mgw_5012b,mgw_5012,#,0,
mgw_5006b,mgw_5006,#,0,
mgw_5009c,mgw_5009,#,0,
mgw_5010a,mgw_5010,%,0,100
mgw_5005b,mgw_5005,#,0,
onends_1a,onends_1,%,0,100
onends_2a,onends_2,%,0,100
onends_3a,onends_3,s,0,
onends_4a,onends_4,#,0,
onends_4b,onends_4,#,0,
onends_5a,onends_5,#,0,
onends_5b,onends_5,#,0,
onends_6a,onends_6,%,0,100
onends_7a,onends_7,#,0,
onends_7b,onends_7,#,0,
onends_8a,onends_8,%,0,100
onends_8b,onends_8,%,0,100
onends_9a,onends_9,%,0,100
onends_9b,onends_9,%,0,100
onends_9c,onends_9,%,0,100
onends_10a,onends_10,%,0,100
onends_11a,onends_11,%,0,100
onends_12a,onends_12,%,0,100
onends_13a,onends_13,%,0,100
onends_14a,onends_14,%,0,100
onends_14b,onends_14,%,0,100
onends_14c,onends_14,%,0,100
onends_15a,onends_15,%,0,100
onends_15b,onends_15,%,0,100
onends_15c,onends_15,%,0,100
onends_16a,onends_16,%,0,100
onends_17a,onends_17,%,0,100
onends_18a,onends_18,%,0,100
onends_19a,onends_19,%,0,100
onends_19b,onends_19,%,0,100
onends_20a,onends_20,%,0,100
onends_21a,onends_21,%,0,100
onends_22a,onends_22,%,0,100
onends_22b,onends_22,%,0,100
onends_23a,onends_23,%,0,100
onends_24a,onends_24,%,0,100
onends_25a,onends_25,%,0,100
onends_25b,onends_25,%,0,100
onends_27a,onends_27,%,0,100
onends_28a,onends_28,%,0,100
onends_29a,onends_29,%,0,100
onends_30a,onends_30,%,0,100
onends_31a,onends_31,%,0,100
onends_32a,onends_32,%,0,100
onends_33a,onends_33,%,0,100
onends_34a,onends_34,%,0,100
onends_35a,onends_35,%,0,100
onends_36a,onends_36,%,0,100
onends_37a,onends_37,%,0,100
onends_38a,onends_38,%,0,100
onends_39a,onends_39,%,0,100
onends_40a,onends_40,%,0,100
onends_41a,onends_41,#,0,
onends_42a,onends_42,%,0,100
onends_43a,onends_43,#,0,
onends_44a,onends_44,%,0,100
onends_45a,onends_45,#,0,
onends_45b,onends_45,#,0,
onends_46a,onends_46,#,0,
onends_46b,onends_46,#,0,
onends_47a,onends_47,#,0,
onends_47b,onends_47,#,0,
onends_48a,onends_48,%,0,100
onends_48b,onends_48,%,0,100
onends_49a,onends_49,%,0,100
onends_50a,onends_50,#,0,
onends_51a,onends_51,#,0,
onends_52a,onends_52,#,0,
onends_53a,onends_53,%,0,100
onends_54a,onends_54,%,0,100
onends_55a,onends_55,#/s,0,
onends_55b,onends_55,#/s,0,
onends_56a,onends_56,#/s,0,
onends_56b,onends_56,#/s,0,
onends_57a,onends_57,#/s,0,
onends_57b,onends_57,#/s,0,
onends_58a,onends_58,#,0,
onends_58b,onends_58,#,0,
onends_59a,onends_59,#/s,0,
onends_60a,onends_60,#,0,
onends_61a,onends_61,#,0,
onends_61b,onends_61,#,0,
onends_62a,onends_62,#,0,
onends_63a,onends_63,#,0,
onends_64a,onends_64,%,0,100
onends_62b,onends_62,#,0,
onends_65a,onends_65,#,0,
onends_81a,onends_81,#,0,
onends_105a,onends_105,%,0,100
onends_106a,onends_106,%,0,100
onends_107a,onends_107,%,0,100
onends_108a,onends_108,%,0,100
onends_109a,onends_109,%,0,100
onends_110a,onends_110,%,0,100
onends_111a,onends_111,%,0,100
onends_112a,onends_112,%,0,100
onends_113a,onends_113,%,0,100
onends_114a,onends_114,%,0,100
onends_115a,onends_115,#,0,
onends_116a,onends_116,#,0,
onends_117a,onends_117,%,0,100
onends_118a,onends_118,#,0,
onends_119a,onends_119,#,0,
onends_120a,onends_120,%,0,100
onends_121a,onends_121,#,0,
onends_122a,onends_122,#,0,
onends_123a,onends_123,#,0,
onends_124a,onends_124,%,0,100
onends_125a,onends_125,%,0,100
onends_126a,onends_126,%,0,100
onends_127a,onends_127,%,0,100
onends_128a,onends_128,%,0,100
onends_129a,onends_129,%,0,100
onends_130a,onends_130,%,0,100
onends_131a,onends_131,%,0,100
onends_132a,onends_132,%,0,100
onends_133a,onends_133,%,0,100
onends_134a,onends_134,#,0,
onends_135a,onends_135,%,0,100
onends_136a,onends_136,#,0,
onends_137a,onends_137,%,0,100
onends_138a,onends_138,#,0,
onends_139a,onends_139,%,0,100
onends_140a,onends_140,#,0,
onends_141a,onends_141,%,0,100
onends_142a,onends_142,#,0,
onends_143a,onends_143,%,0,100
onends_144a,onends_144,#,0,
onends_145a,onends_145,%,0,100
onends_146a,onends_146,#,0,
onends_147a,onends_147,%,0,100
onends_148a,onends_148,#,0,
onends_149a,onends_149,#,0,
onends_150a,onends_150,#,0,
onends_151a,onends_151,#,0,
onends_152a,onends_152,#,0,
onends_153a,onends_153,#,0,
onends_154a,onends_154,#,0,
onends_155a,onends_155,#,0,
onends_156a,onends_156,#,0,
onends_158a,onends_158,#,0,
onends_159a,onends_159,#,0,
onends_160a,onends_160,#/s,0,
onends_161a,onends_161,#/s,0,
onends_162a,onends_162,#,0,
onends_163a,onends_163,#,0,
onends_164a,onends_164,#,0,
onends_165a,onends_165,#,0,
onends_166a,onends_166,#,0,
onends_167a,onends_167,#,0,
onends_168a,onends_168,#,0,
onends_170a,onends_170,#,0,
onends_170b,onends_170,#,0,
onends_171a,onends_171,#,0,
onends_171b,onends_171,#,0,
onends_181a,onends_181,MB,0,
onends_182a,onends_182,MB,0,
onends_184a,onends_184,#/s,0,
onends_184b,onends_184,#/s,0,
onends_184c,onends_184,#/s,0,
onends_201a,onends_201,%,0,100
onends_202a,onends_202,%,0,100
onends_203a,onends_203,%,0,100
onends_204a,onends_204,%,0,100
onends_205a,onends_205,%,0,100
onends_206a,onends_206,%,0,100
onends_207a,onends_207,%,0,100
onends_208a,onends_208,%,0,100
onends_209a,onends_209,%,0,100
onends_210a,onends_210,%,0,100
onends_211a,onends_211,%,0,100
onends_212a,onends_212,%,0,100
onends_213a,onends_213,%,0,100
onends_214a,onends_214,%,0,100
onends_215a,onends_215,%,0,100
onends_216a,onends_216,#,0,
onends_217a,onends_217,#,0,
onends_218a,onends_218,#,0,
onends_219a,onends_219,#,0,
onends_220a,onends_220,#,0,
onends_221a,onends_221,#,0,
onends_222a,onends_222,#,0,
onends_223a,onends_223,#,0,
onends_224a,onends_224,#,0,
onends_225a,onends_225,#,0,
onends_226a,onends_226,#,0,
onends_227a,onends_227,#,0,
onends_228a,onends_228,#,0,
onends_229a,onends_229,#,0,
onends_230a,onends_230,#,0,
onends_231a,onends_231,#,0,
onends_232a,onends_232,#,0,
onends_233a,onends_233,#,0,
onends_234a,onends_234,#,0,
onends_235a,onends_235,#,0,
onends_236a,onends_236,#,0,
onends_243a,onends_243,%,0,100
onends_244a,onends_244,%,0,100
onends_245a,onends_245,%,0,100
onends_246a,onends_246,%,0,100
onends_247a,onends_247,%,0,100
onends_248a,onends_248,%,0,100
onends_249a,onends_249,%,0,100
onends_250a,onends_250,%,0,100
onends_251a,onends_251,%,0,100
onends_252a,onends_252,%,0,100
onends_253a,onends_253,%,0,100
onends_254a,onends_254,%,0,100
onends_255a,onends_255,%,0,100
onends_256a,onends_256,%,0,100
onends_257a,onends_257,%,0,100
onends_258a,onends_258,%,0,100
onends_259a,onends_259,%,0,100
onends_260a,onends_260,%,0,100
onends_261a,onends_261,%,0,100
onends_262a,onends_262,%,0,100
onends_263a,onends_263,%,0,100
onends_264a,onends_264,%,0,100
onends_265a,onends_265,%,0,100
onends_266a,onends_266,%,0,100
onends_267a,onends_267,%,0,100
onends_268a,onends_268,%,0,100
onends_269a,onends_269,%,0,100
onends_270a,onends_270,#,0,
onends_271a,onends_271,#,0,
onends_272a,onends_272,#,0,
onends_273a,onends_273,%,0,100
onends_274a,onends_274,%,0,100
onends_275a,onends_275,%,0,100
onends_276a,onends_276,#,0,
onends_277a,onends_277,#,0,
onends_278a,onends_278,#,0,
onends_279a,onends_279,%,0,100
onends_280a,onends_280,%,0,100
onends_281a,onends_281,%,0,100
onends_282a,onends_282,#,0,
onends_283a,onends_283,#,0,
onends_284a,onends_284,#,0,
onends_285a,onends_285,%,0,100
onends_286a,onends_286,%,0,100
onends_287a,onends_287,%,0,100
onends_288a,onends_288,#,0,
onends_289a,onends_289,#,0,
onends_290a,onends_290,#,0,
onends_291a,onends_291,%,0,100
onends_292a,onends_292,%,0,100
onends_293a,onends_293,%,0,100
onends_294a,onends_294,#,0,
onends_295a,onends_295,#,0,
onends_296a,onends_296,#,0,
onends_297a,onends_297,%,0,100
onends_298a,onends_298,%,0,100
onends_299a,onends_299,%,0,100
onends_300a,onends_300,#,0,
onends_301a,onends_301,#,0,
onends_302a,onends_302,#,0,
onends_303a,onends_303,%,0,100
onends_304a,onends_304,%,0,100
onends_305a,onends_305,%,0,100
onends_306a,onends_306,#,0,
onends_307a,onends_307,#,0,
onends_308a,onends_308,#,0,
onends_309a,onends_309,#,0,
onends_310a,onends_310,#,0,
onends_311a,onends_311,#,0,
onends_312a,onends_312,#,0,
onends_313a,onends_313,#,0,
onends_314a,onends_314,#,0,
onends_315a,onends_315,#,0,
onends_316a,onends_316,#,0,
onends_317a,onends_317,#,0,
onends_318a,onends_318,#/s,0,
onends_319a,onends_319,#/s,0,
onends_320a,onends_320,#/s,0,
onends_321a,onends_321,#/s,0,
onends_322a,onends_322,#/s,0,
onends_323a,onends_323,#/s,0,
onends_324a,onends_324,#,0,
onends_325a,onends_325,#,0,
onends_326a,onends_326,#,0,
onends_327a,onends_327,#,0,
onends_328a,onends_328,#,0,
onends_329a,onends_329,#,0,
onends_330a,onends_330,#,0,
onends_331a,onends_331,#,0,
onends_332a,onends_332,#,0,
onends_333a,onends_333,#,0,
onends_334a,onends_334,#,0,
onends_335a,onends_335,#,0,
onends_336a,onends_336,#,0,
onends_337a,onends_337,#,0,
onends_338a,onends_338,#,0,
onends_339a,onends_339,#,0,
onends_340a,onends_340,#,0,
onends_341a,onends_341,#,0,
onends_342a,onends_342,#,0,
onends_343a,onends_343,#,0,
onends_344a,onends_344,#,0,
onends_345a,onends_345,MB,0,
onends_346a,onends_346,MB,0,
onends_347a,onends_347,MB,0,
onends_348a,onends_348,MB,0,
onends_349a,onends_349,MB,0,
onends_350a,onends_350,MB,0,
onends_351a,onends_351,MB,0,
onends_352a,onends_352,MB,0,
onends_353a,onends_353,MB,0,
onends_354a,onends_354,MB,0,
onends_355a,onends_355,MB,0,
onends_356a,onends_356,MB,0,
onends_357a,onends_357,MB,0,
onends_358a,onends_358,MB,0,
onends_359a,onends_359,MB,0,
onends_360a,onends_360,MB,0,
onends_361a,onends_361,MB,0,
onends_362a,onends_362,MB,0,
onends_363a,onends_363,MB,0,
onends_364a,onends_364,MB,0,
onends_365a,onends_365,#,0,
onends_366a,onends_366,%,0,100
onends_367a,onends_367,#,0,
onends_368a,onends_368,#,0,
onends_369a,onends_369,#,0,
onends_370a,onends_370,#,0,
onends_371a,onends_371,#,0,
onends_372a,onends_372,#,0,
onends_373a,onends_373,#,0,
onends_374a,onends_374,#,0,
onends_375a,onends_375,#,0,
onends_376a,onends_376,#,0,
onends_377a,onends_377,#,0,
onends_378a,onends_378,#,0,
onends_379a,onends_379,#,0,
onends_380a,onends_380,#,0,
onends_381a,onends_381,#,0,
onends_382a,onends_382,#,0,
onends_383a,onends_383,#,0,
onends_384a,onends_384,#,0,
onends_385a,onends_385,%,0,100
onends_386a,onends_386,#,0,
onends_387a,onends_387,#,0,
onends_388a,onends_388,#,0,
onends_389a,onends_389,#,0,
onends_390a,onends_390,#,0,
onends_391a,onends_391,#,0,
onends_392a,onends_392,#,0,
onends_393a,onends_393,#,0,
onends_394a,onends_394,#,0,
onends_395a,onends_395,#,0,
onends_396a,onends_396,#,0,
onends_397a,onends_397,#,0,
onends_398a,onends_398,#,0,
onends_399a,onends_399,#,0,
onends_400a,onends_400,#,0,
onends_401a,onends_401,#,0,
onends_402a,onends_402,#,0,
onends_403a,onends_403,#,0,
onends_404a,onends_404,%,0,100
onends_405a,onends_405,#,0,
onends_406a,onends_406,#,0,
onends_407a,onends_407,#,0,
onends_408a,onends_408,#,0,
onends_409a,onends_409,#,0,
onends_410a,onends_410,#,0,
onends_411a,onends_411,#,0,
onends_412a,onends_412,#,0,
onends_413a,onends_413,#,0,
onends_414a,onends_414,#,0,
onends_415a,onends_415,#,0,
onends_416a,onends_416,#,0,
onends_417a,onends_417,#,0,
onends_418a,onends_418,#,0,
onends_419a,onends_419,#,0,
onends_420a,onends_420,#,0,
onends_421a,onends_421,#,0,
onends_422a,onends_422,#,0,
onends_423a,onends_423,%,0,100
onends_424a,onends_424,#,0,
onends_425a,onends_425,#,0,
onends_426a,onends_426,#,0,
onends_427a,onends_427,#,0,
onends_428a,onends_428,#,0,
onends_429a,onends_429,#,0,
onends_430a,onends_430,#,0,
onends_431a,onends_431,#,0,
onends_432a,onends_432,#,0,
onends_433a,onends_433,#,0,
onends_434a,onends_434,#,0,
onends_435a,onends_435,#,0,
onends_436a,onends_436,#,0,
onends_437a,onends_437,#,0,
onends_438a,onends_438,#,0,
onends_439a,onends_439,#,0,
onends_440a,onends_440,#,0,
onends_441a,onends_441,#,0,
onends_442a,onends_442,%,0,100
onends_443a,onends_443,#,0,
onends_444a,onends_444,#,0,
onends_445a,onends_445,#,0,
onends_446a,onends_446,#,0,
onends_447a,onends_447,#,0,
onends_448a,onends_448,#,0,
onends_449a,onends_449,#,0,
onends_450a,onends_450,#,0,
onends_451a,onends_451,#,0,
onends_452a,onends_452,#,0,
onends_453a,onends_453,#,0,
onends_454a,onends_454,#,0,
onends_455a,onends_455,#,0,
onends_456a,onends_456,#,0,
onends_457a,onends_457,#,0,
onends_458a,onends_458,#,0,
onends_459a,onends_459,#,0,
pcs_1000a,pcs_1000,#/s,0,
pcs_1001a,pcs_1001,#/s,0,
pcs_1002a,pcs_1002,#/s,0,
pcs_1003a,pcs_1003,#/s,0,
pcs_1004a,pcs_1004,#/s,0,
pcs_1005a,pcs_1005,#/s,0,
pcs_1006a,pcs_1006,#/s,0,
pcs_1007a,pcs_1007,#/s,0,
pcs_1008a,pcs_1008,#/s,0,
pcs_1009a,pcs_1009,#/s,0,
pcs_1010a,pcs_1010,#,0,
pcs_1011a,pcs_1011,%,0,100
pcs_1012a,pcs_1012,%,0,100
pcs_1013a,pcs_1013,%,0,100
pcs_1014a,pcs_1014,%,0,100
pcs_1015a,pcs_1015,%,0,100
pcs_1016a,pcs_1016,%,0,100
pcs_1017a,pcs_1017,#,0,
pcs_1018a,pcs_1018,%,0,100
pcs_1019a,pcs_1019,%,0,100
pcs_1020a,pcs_1020,%,0,100
pcs_1021a,pcs_1021,#,0,
pcs_1022a,pcs_1022,%,0,100
pcs_1023a,pcs_1023,%,0,100
pcs_1024a,pcs_1024,%,0,100
pcs_1025a,pcs_1025,#,0,
pcs_1026a,pcs_1026,%,0,100
pcs_1027a,pcs_1027,#,0,
pcs_1028a,pcs_1028,%,0,100
pcs_1029a,pcs_1029,#,0,
pcs_1030a,pcs_1030,%,0,100
pcs_1031a,pcs_1031,%,0,100
pcs_1032a,pcs_1032,%,0,100
pcs_1033a,pcs_1033,#,0,
pcs_1034a,pcs_1034,%,0,100
pcs_1035a,pcs_1035,#,0,
pcs_1036a,pcs_1036,%,0,100
pcs_1037a,pcs_1037,#,0,
pcs_1038a,pcs_1038,%,0,100
pcs_1039a,pcs_1039,#,0,
pcs_1040a,pcs_1040,%,0,100
pcs_1041a,pcs_1041,#,0,
pcs_1042a,pcs_1042,%,0,100
pcs_1043a,pcs_1043,%,0,100
pcs_1044a,pcs_1044,%,0,100
racsw_1a,racsw_1,s,0,
racsw_2a,racsw_2,MB,0,
racsw_3a,racsw_3,MB,0,
racsw_4a,racsw_4,%,0,100
racsw_5a,racsw_5,MB,0,
racsw_6a,racsw_6,%,0,100
racsw_7a,racsw_7,%,0,100
racsw_8a,racsw_8,#,0,
racsw_9a,racsw_9,#,0,
racsw_10a,racsw_10,#,0,
racsw_11a,racsw_11,#,0,
racsw_12a,racsw_12,#,0,
racsw_13a,racsw_13,#,0,
racsw_14a,racsw_14,#,0,
racsw_15a,racsw_15,Mb/s,0,
racsw_16a,racsw_16,#,0,
racsw_17a,racsw_17,Mb/s,0,
racsw_18a,racsw_18,#,0,
racsw_19a,racsw_19,#,0,
racsw_20a,racsw_20,#,0,
racsw_21a,racsw_21,#,0,
racsw_22a,racsw_22,#,0,
racsw_23a,racsw_23,#,0,
racsw_24a,racsw_24,#,0,
racsw_25a,racsw_25,Mb/s,0,
