KPI,Unit,Min,Max
flng_454a,flng_454,#,0,
flng_455a,flng_455,%,0,100
flng_456a,flng_456,#,0,
flng_457a,flng_457,%,0,100
flng_458a,flng_458,#,0,
flng_459a,flng_459,%,0,100
flng_460a,flng_460,#,0,
flng_461a,flng_461,%,0,100
flng_462a,flng_462,#,0,
flng_463a,flng_463,%,0,100
flng_464a,flng_464,#,0,
flng_465a,flng_465,%,0,100
flng_466a,flng_466,#,0,
flng_467a,flng_467,%,0,100
flng_468a,flng_468,#,0,
flng_469a,flng_469,%,0,100
flng_470a,flng_470,#,0,
flng_471a,flng_471,%,0,100
flng_472a,flng_472,#,0,
flng_473a,flng_473,%,0,100
flng_474a,flng_474,#,0,
flng_475a,flng_475,%,0,100
flng_476a,flng_476,#,0,
flng_477a,flng_477,%,0,100
flng_478a,flng_478,#,0,
flng_479a,flng_479,%,0,100
flng_480a,flng_480,#,0,
flng_481a,flng_481,%,0,100
flng_482a,flng_482,#,0,
flng_483a,flng_483,#,0,
flng_484a,flng_484,%,0,100
flng_485a,flng_485,#,0,
flng_486a,flng_486,#,0,
flng_487a,flng_487,%,0,100
flng_488a,flng_488,#,0,
flng_489a,flng_489,#,0,
flng_490a,flng_490,#,0,
flng_491a,flng_491,#,0,
flng_492a,flng_492,%,0,100
flng_493a,flng_493,#,0,
flng_494a,flng_494,%,0,100
flng_495a,flng_495,#,0,
flng_496a,flng_496,%,0,100
flng_497a,flng_497,#,0,
flng_498a,flng_498,%,0,100
flng_499a,flng_499,#,0,
flng_500a,flng_500,%,0,100
flng_501a,flng_501,kB,0,
flng_502a,flng_502,kB,0,
flng_503a,flng_503,kB,0,
flng_504a,flng_504,#,0,
flng_505a,flng_505,#,0,
flng_506a,flng_506,MB,0,
flng_507a,flng_507,MB,0,
flng_508a,flng_508,MB,0,
flng_509a,flng_509,#,0,
flng_510a,flng_510,#,0,
flng_511a,flng_511,#,0,
flng_512a,flng_512,MB,0,
flng_513a,flng_513,Mb/s,0,
flng_514a,flng_514,Mb/s,0,
flng_515a,flng_515,Mb/s,0,
flng_516a,flng_516,MB,0,
flng_516b,flng_516,MB,0,
flng_516c,flng_516,MB,0,
flng_517a,flng_517,Mb/s,0,
flng_517b,flng_517,Mb/s,0,
flng_517c,flng_517,Mb/s,0,
flng_518a,flng_518,Mb/s,0,
flng_518b,flng_518,Mb/s,0,
flng_518c,flng_518,Mb/s,0,
flng_519a,flng_519,Mb/s,0,
flng_519b,flng_519,Mb/s,0,
flng_519c,flng_519,Mb/s,0,
flng_520a,flng_520,MB,0,
flng_521a,flng_521,Mb/s,0,
flng_522a,flng_522,Mb/s,0,
flng_523a,flng_523,Mb/s,0,
flng_524a,flng_524,#,0,
flng_525a,flng_525,kb/s,0,
flng_526a,flng_526,MB,0,
flng_527a,flng_527,#,0,
flng_528a,flng_528,#,0,
flng_529a,flng_529,#,0,
flng_530a,flng_530,%,0,100
flng_531a,flng_531,#,0,
flng_532a,flng_532,%,0,100
flng_533a,flng_533,#,0,
flng_534a,flng_534,%,0,100
flng_535a,flng_535,#,0,
flng_536a,flng_536,%,0,100
flng_537a,flng_537,#,0,
flng_538a,flng_538,%,0,100
flng_539a,flng_539,#,0,
flng_540a,flng_540,%,0,100
flng_541a,flng_541,#,0,
flng_542a,flng_542,#,0,
flng_543a,flng_543,#,0,
flng_544a,flng_544,MB,0,
flng_545a,flng_545,MB,0,
flng_546a,flng_546,MB,0,
flng_547a,flng_547,#,0,
flng_548a,flng_548,#,0,
flng_549a,flng_549,#,0,
flng_550a,flng_550,MB,0,
flng_551a,flng_551,MB,0,
flng_552a,flng_552,MB,0,
flng_553a,flng_553,#,0,
flng_554a,flng_554,%,0,100
flng_555a,flng_555,#,0,
flng_556a,flng_556,%,0,100
flng_557a,flng_557,#,0,
flng_558a,flng_558,%,0,100
flng_559a,flng_559,#,0,
flng_560a,flng_560,%,0,100
flng_561a,flng_561,#,0,
flng_562a,flng_562,%,0,100
flng_563a,flng_563,#,0,
flng_564a,flng_564,%,0,100
flng_565a,flng_565,#,0,
flng_566a,flng_566,%,0,100
flng_567a,flng_567,#,0,
flng_568a,flng_568,%,0,100
flng_569a,flng_569,#,0,
flng_569b,flng_569,#,0,
flng_570a,flng_570,#,0,
flng_570b,flng_570,#,0,
flng_571a,flng_571,#,0,
flng_571b,flng_571,#,0,
flng_572a,flng_572,MB,0,
flng_572b,flng_572,MB,0,
flng_573a,flng_573,MB,0,
flng_573b,flng_573,MB,0,
flng_574a,flng_574,MB,0,
flng_574b,flng_574,MB,0,
flng_575a,flng_575,Mb/s,0,
flng_575b,flng_575,Mb/s,0,
flng_576a,flng_576,Mb/s,0,
flng_576b,flng_576,Mb/s,0,
flng_577a,flng_577,Mb/s,0,
flng_577b,flng_577,Mb/s,0,
flng_581a,flng_581,MB,0,
flng_582a,flng_582,MB,0,
flng_583a,flng_583,MB,0,
flng_584a,flng_584,MB,0,
flng_585a,flng_585,MB,0,
flng_586a,flng_586,MB,0,
flng_587a,flng_587,MB,0,
flng_588a,flng_588,Mb/s,0,
flng_589a,flng_589,Mb/s,0,
flng_590a,flng_590,Mb/s,0,
flng_591a,flng_591,#,0,
flng_592a,flng_592,#,0,
flng_593a,flng_593,#,0,
flng_594a,flng_594,#,0,
flng_595a,flng_595,%,0,100
flng_595b,flng_595,%,0,100
flng_596a,flng_596,#,0,
flng_597a,flng_597,%,0,100
flng_597b,flng_597,%,0,100
flng_598a,flng_598,#,0,
flng_599a,flng_599,%,0,100
flng_600a,flng_600,#,0,
flng_601a,flng_601,%,0,100
flng_602a,flng_602,#,0,
flng_603a,flng_603,%,0,100
flng_604a,flng_604,#,0,
flng_605a,flng_605,%,0,100
flng_606a,flng_606,#,0,
flng_607a,flng_607,%,0,100
flng_608a,flng_608,#,0,
flng_609a,flng_609,#,0,
flng_610a,flng_610,%,0,100
flng_611a,flng_611,MB,0,
flng_612a,flng_612,MB,0,
flng_613a,flng_613,MB,0,
flng_614a,flng_614,#,0,
flng_615a,flng_615,#,0,
flng_616a,flng_616,#,0,
flng_617a,flng_617,%,0,100
flng_618a,flng_618,#,0,
flng_619a,flng_619,#,0,
flng_620a,flng_620,#,0,
flng_621a,flng_621,%,0,100
flng_622a,flng_622,%,0,100
flng_623a,flng_623,#,0,
flng_624a,flng_624,#,0,
flng_625a,flng_625,#,0,
flng_626a,flng_626,%,0,100
flng_627a,flng_627,%,0,100
flng_628a,flng_628,%,0,100
flng_629a,flng_629,%,0,100
flng_630a,flng_630,#,0,
flng_631a,flng_631,#,0,
flng_632a,flng_632,%,0,100
flng_633a,flng_633,#,0,
flng_634a,flng_634,#/s,0,
flng_635a,flng_635,#/s,0,
flng_636a,flng_636,#/s,0,
flng_636b,flng_636,#/s,0,
flng_637a,flng_637,#/s,0,
flng_637b,flng_637,#/s,0,
flng_637c,flng_637,#/s,0,
flng_638a,flng_638,#/s,0,
flng_638b,flng_638,#/s,0,
flng_638c,flng_638,#/s,0,
flng_639a,flng_639,#/s,0,
flng_639b,flng_639,#/s,0,
flng_639c,flng_639,#/s,0,
flng_640a,flng_640,#/s,0,
flng_640b,flng_640,#/s,0,
flng_640c,flng_640,#/s,0,
flng_640d,flng_640,#/s,0,
flng_641a,flng_641,#/s,0,
flng_641b,flng_641,#/s,0,
flng_641c,flng_641,#/s,0,
flng_641d,flng_641,#/s,0,
flng_641e,flng_641,#/s,0,
flng_641f,flng_641,#/s,0,
flng_641g,flng_641,#/s,0,
flng_641h,flng_641,#/s,0,
flng_641i,flng_641,#/s,0,
flng_641j,flng_641,#/s,0,
flng_641k,flng_641,#/s,0,
flng_641l,flng_641,#/s,0,
flng_642a,flng_642,%,0,100
flng_643a,flng_643,%,0,100
flng_644a,flng_644,B,0,
flng_645a,flng_645,B,0,
flng_646a,flng_646,B,0,
flng_647a,flng_647,%,0,100
flng_647b,flng_647,%,0,100
flng_647c,flng_647,%,0,100
flng_648a,flng_648,%,0,100
flng_648b,flng_648,%,0,100
flng_648c,flng_648,%,0,100
flng_649a,flng_649,#,0,
flng_650a,flng_650,#,0,
flng_651a,flng_651,#,0,
flng_652a,flng_652,#,0,
flng_653a,flng_653,#,0,
flng_654a,flng_654,#,0,
flng_655a,flng_655,#,0,
flng_656a,flng_656,#,0,
flng_657a,flng_657,#,0,
flng_658a,flng_658,#,0,
flng_659a,flng_659,MB,0,
flng_660a,flng_660,MB,0,
flng_661a,flng_661,MB,0,
flng_662a,flng_662,Mb/s,0,
flng_663a,flng_663,Mb/s,0,
flng_664a,flng_664,Mb/s,0,
flng_665a,flng_665,#,0,
flng_666a,flng_666,%,0,100
flng_666b,flng_666,%,0,100
flng_667a,flng_667,#,0,
flng_668a,flng_668,%,0,100
flng_668b,flng_668,%,0,100
flng_669a,flng_669,#,0,
flng_670a,flng_670,%,0,100
flng_670b,flng_670,%,0,100
flng_671a,flng_671,#,0,
flng_672a,flng_672,%,0,100
flng_673a,flng_673,#,0,
flng_674a,flng_674,%,0,100
flng_675a,flng_675,#,0,
flng_676a,flng_676,%,0,100
flng_676b,flng_676,%,0,100
flng_677a,flng_677,#,0,
flng_678a,flng_678,#,0,
flng_679a,flng_679,%,0,100
flng_680a,flng_680,#,0,
flng_681a,flng_681,%,0,100
flng_682a,flng_682,#,0,
flng_683a,flng_683,%,0,100
flng_684a,flng_684,kB,0,
flng_685a,flng_685,%,0,100
flng_686a,flng_686,%,0,100
flng_687a,flng_687,%,0,100
flng_688a,flng_688,%,0,100
flng_689a,flng_689,%,0,100
flng_690a,flng_690,%,0,100
flng_691a,flng_691,%,0,100
flng_692a,flng_692,%,0,100
flng_693a,flng_693,%,0,100
flng_694a,flng_694,%,0,100
flng_695a,flng_695,%,0,100
flng_696a,flng_696,%,0,100
flng_697a,flng_697,%,0,100
flng_698a,flng_698,%,0,100
flng_699a,flng_699,%,0,100
flng_700a,flng_700,%,0,100
flng_701a,flng_701,%,0,100
flng_702a,flng_702,%,0,100
flng_703a,flng_703,%,0,100
flng_704a,flng_704,%,0,100
flng_705a,flng_705,%,0,100
flng_706a,flng_706,%,0,100
flng_707a,flng_707,%,0,100
flng_708a,flng_708,%,0,100
flng_709a,flng_709,%,0,100
flng_710a,flng_710,%,0,100
flng_711a,flng_711,%,0,100
flng_712a,flng_712,%,0,100
flng_713a,flng_713,%,0,100
flng_714a,flng_714,%,0,100
flng_715a,flng_715,%,0,100
flng_716a,flng_716,%,0,100
flng_717a,flng_717,%,0,100
flng_718a,flng_718,%,0,100
flng_719a,flng_719,%,0,100
flng_720a,flng_720,%,0,100
flng_721a,flng_721,%,0,100
flng_722a,flng_722,%,0,100
flng_723a,flng_723,%,0,100
flng_724a,flng_724,%,0,100
flng_725a,flng_725,%,0,100
flng_726a,flng_726,%,0,100
flng_727a,flng_727,%,0,100
flng_728a,flng_728,%,0,100
flng_729a,flng_729,%,0,100
flng_730a,flng_730,%,0,100
flng_731a,flng_731,%,0,100
flng_732a,flng_732,%,0,100
flng_733a,flng_733,%,0,100
flng_734a,flng_734,%,0,100
flng_735a,flng_735,%,0,100
flng_736a,flng_736,%,0,100
flng_737a,flng_737,%,0,100
flng_738a,flng_738,%,0,100
flng_739a,flng_739,%,0,100
flng_740a,flng_740,%,0,100
flng_741a,flng_741,%,0,100
flng_742a,flng_742,%,0,100
flng_743a,flng_743,%,0,100
flng_744a,flng_744,%,0,100
flng_745a,flng_745,#,0,
flng_746a,flng_746,#,0,
flng_747a,flng_747,#,0,
flng_748a,flng_748,#,0,
flng_749a,flng_749,%,0,100
flng_750a,flng_750,%,0,100
flng_751a,flng_751,%,0,100
flng_752a,flng_752,%,0,100
flng_753a,flng_753,%,0,100
flng_754a,flng_754,%,0,100
flng_755a,flng_755,%,0,100
flng_756a,flng_756,%,0,100
flng_757a,flng_757,%,0,100
flng_758a,flng_758,%,0,100
flng_759a,flng_759,%,0,100
flng_760a,flng_760,%,0,100
flng_760b,flng_760,%,0,100
flng_761a,flng_761,%,0,100
flng_762a,flng_762,%,0,100
flng_763a,flng_763,B,0,
flng_764a,flng_764,B,0,
flng_765a,flng_765,B,0,
flng_766a,flng_766,B,0,
flng_767a,flng_767,B,0,
flng_768a,flng_768,B,0,
flng_769a,flng_769,%,0,100
flng_769b,flng_769,%,0,100
flng_769c,flng_769,%,0,100
flng_770a,flng_770,%,0,100
flng_770b,flng_770,%,0,100
flng_770c,flng_770,%,0,100
flng_770d,flng_770,%,0,100
flng_771a,flng_771,%,0,100
flng_771b,flng_771,%,0,100
flng_771c,flng_771,%,0,100
flng_771d,flng_771,%,0,100
flng_772a,flng_772,%,0,100
flng_772b,flng_772,%,0,100
flng_772c,flng_772,%,0,100
flng_773a,flng_773,#,0,
flng_774a,flng_774,%,0,100
flng_775a,flng_775,#,0,
flng_776a,flng_776,%,0,100
flng_777a,flng_777,#,0,
flng_778a,flng_778,#,0,
flng_779a,flng_779,%,0,100
flng_779b,flng_779,%,0,100
flng_780a,flng_780,#,0,
flng_781a,flng_781,%,0,100
flng_782a,flng_782,#,0,
flng_783a,flng_783,%,0,100
flng_784a,flng_784,#,0,
flng_785a,flng_785,%,0,100
flng_786a,flng_786,#,0,
flng_787a,flng_787,%,0,100
flng_788a,flng_788,%,0,100
flng_789a,flng_789,%,0,100
flng_790a,flng_790,%,0,100
flng_790b,flng_790,%,0,100
flng_791a,flng_791,%,0,100
flng_792a,flng_792,%,0,100
flng_792b,flng_792,%,0,100
flng_793a,flng_793,%,0,100
flng_793b,flng_793,%,0,100
flng_794a,flng_794,%,0,100
flng_794b,flng_794,%,0,100
flng_795a,flng_795,#,0,
flng_795b,flng_795,#,0,
flng_796a,flng_796,#,0,
flng_797a,flng_797,#/s,0,
flng_797b,flng_797,#/s,0,
flng_797c,flng_797,#/s,0,
flng_797d,flng_797,#/s,0,
flng_797e,flng_797,#/s,0,
flng_797f,flng_797,#/s,0,
flng_797g,flng_797,#/s,0,
flng_797h,flng_797,#/s,0,
flng_797i,flng_797,#/s,0,
flng_798a,flng_798,#,0,
flng_798b,flng_798,#,0,
flng_798c,flng_798,#,0,
flng_798d,flng_798,#,0,
flng_799a,flng_799,#,0,
flng_800a,flng_800,#,0,
flng_801a,flng_801,#,0,
flng_802a,flng_802,#,0,
flng_803a,flng_803,%,0,100
flng_804a,flng_804,%,0,100
flng_805a,flng_805,%,0,100
flng_806a,flng_806,%,0,100
flng_807a,flng_807,#,0,
flng_808a,flng_808,%,0,100
flng_809a,flng_809,#,0,
flng_810a,flng_810,%,0,100
flng_811a,flng_811,%,0,100
flng_812a,flng_812,%,0,100
flng_813a,flng_813,%,0,100
flng_814a,flng_814,MB,0,
flng_815a,flng_815,MB,0,
flng_816a,flng_816,MB,0,
flng_817a,flng_817,#/s,0,
flng_817b,flng_817,#/s,0,
flng_818a,flng_818,#/s,0,
flng_819a,flng_819,#/s,0,
flng_820a,flng_820,#/s,0,
flng_820b,flng_820,#/s,0,
flng_821a,flng_821,#/s,0,
flng_821b,flng_821,#/s,0,
flng_822a,flng_822,%,0,100
flng_823a,flng_823,%,0,100
flng_824a,flng_824,%,0,100
flng_825a,flng_825,%,0,100
flng_825b,flng_825,%,0,100
flng_825c,flng_825,%,0,100
flng_826a,flng_826,%,0,100
flng_826b,flng_826,%,0,100
flng_826c,flng_826,%,0,100
flng_827a,flng_827,%,0,100
flng_827b,flng_827,%,0,100
flng_827c,flng_827,%,0,100
flng_828a,flng_828,#/s,0,
flng_828b,flng_828,#/s,0,
flng_828c,flng_828,#/s,0,
flng_828d,flng_828,#/s,0,
flng_829a,flng_829,%,0,100
flng_830a,flng_830,%,0,100
flng_831a,flng_831,%,0,100
flng_832a,flng_832,%,0,100
flng_833a,flng_833,%,0,100
flng_834a,flng_834,%,0,100
flng_835a,flng_835,#,0,
flng_836a,flng_836,%,0,100
flng_837a,flng_837,#,0,
flng_838a,flng_838,%,0,100
flng_839a,flng_839,%,0,100
flng_840a,flng_840,%,0,100
flng_841a,flng_841,%,0,100
flng_842a,flng_842,#,0,
flng_843a,flng_843,%,0,100
flng_844a,flng_844,%,0,100
flng_845a,flng_845,%,0,100
flng_846a,flng_846,%,0,100
flng_846b,flng_846,%,0,100
flng_847a,flng_847,#,0,
flng_848a,flng_848,%,0,100
flng_849a,flng_849,%,0,100
flng_850a,flng_850,%,0,100
flng_851a,flng_851,%,0,100
flng_852a,flng_852,%,0,100
flng_853a,flng_853,%,0,100
flng_854a,flng_854,%,0,100
flng_855a,flng_855,%,0,100
flng_856a,flng_856,%,0,100
flng_856b,flng_856,%,0,100
flng_857a,flng_857,%,0,100
flng_858a,flng_858,Mb/s,0,
flng_858b,flng_858,Mb/s,0,
flng_859a,flng_859,#/s,0,
flng_859b,flng_859,#/s,0,
flng_859c,flng_859,#/s,0,
flng_859d,flng_859,#/s,0,
flng_859e,flng_859,#/s,0,
flng_859f,flng_859,#/s,0,
flng_860a,flng_860,%,0,100
flng_860b,flng_860,%,0,100
flng_861a,flng_861,#,0,
flng_862a,flng_862,%,0,100
flng_863a,flng_863,%,0,100
flng_864a,flng_864,#,0,
flng_865a,flng_865,%,0,100
flng_866a,flng_866,#,0,
flng_867a,flng_867,%,0,100
flng_868a,flng_868,%,0,100
flng_869a,flng_869,#,0,
flng_870a,flng_870,%,0,100
flng_871a,flng_871,#,0,
flng_872a,flng_872,%,0,100
flng_873a,flng_873,%,0,100
flng_874a,flng_874,#,0,
flng_875a,flng_875,%,0,100
flng_876a,flng_876,#,0,
flng_877a,flng_877,%,0,100
flng_878a,flng_878,%,0,100
flng_879a,flng_879,#,0,
flng_880a,flng_880,%,0,100
flng_881a,flng_881,#,0,
flng_882a,flng_882,%,0,100
flng_883a,flng_883,%,0,100
flng_884a,flng_884,#,0,
flng_885a,flng_885,%,0,100
flng_886a,flng_886,#,0,
flng_887a,flng_887,%,0,100
flng_888a,flng_888,%,0,100
flng_889a,flng_889,#,0,
flng_890a,flng_890,%,0,100
flng_891a,flng_891,#,0,
flng_892a,flng_892,%,0,100
flng_893a,flng_893,%,0,100
flng_894a,flng_894,#,0,
flng_895a,flng_895,%,0,100
flng_896a,flng_896,#,0,
flng_897a,flng_897,%,0,100
flng_898a,flng_898,%,0,100
flng_899a,flng_899,#,0,
flng_900a,flng_900,%,0,100
flng_901a,flng_901,#,0,
flng_902a,flng_902,%,0,100
flng_903a,flng_903,%,0,100
flng_904a,flng_904,#,0,
flng_905a,flng_905,%,0,100
flng_906a,flng_906,#,0,
flng_907a,flng_907,%,0,100
flng_908a,flng_908,%,0,100
flng_909a,flng_909,#,0,
flng_910a,flng_910,%,0,100
flng_911a,flng_911,#,0,
flng_912a,flng_912,%,0,100
flng_913a,flng_913,%,0,100
flng_914a,flng_914,#,0,
flng_915a,flng_915,%,0,100
flng_916a,flng_916,#,0,
flng_917a,flng_917,%,0,100
flng_918a,flng_918,%,0,100
flng_919a,flng_919,#,0,
flng_920a,flng_920,%,0,100
flng_921a,flng_921,#,0,
flng_922a,flng_922,%,0,100
flng_923a,flng_923,#,0,
flng_924a,flng_924,%,0,100
flng_925a,flng_925,#,0,
flng_926a,flng_926,%,0,100
flng_927a,flng_927,#,0,
flng_928a,flng_928,#,0,
flng_929a,flng_929,#,0,
flng_930a,flng_930,MB,0,
flng_931a,flng_931,MB,0,
flng_932a,flng_932,MB,0,
flng_933a,flng_933,Mb/s,0,
flng_934a,flng_934,Mb/s,0,
flng_935a,flng_935,Mb/s,0,
flng_936a,flng_936,#,0,
flng_937a,flng_937,#,0,
flng_938a,flng_938,#,0,
flng_939a,flng_939,MB,0,
flng_940a,flng_940,MB,0,
flng_941a,flng_941,MB,0,
flng_942a,flng_942,Mb/s,0,
flng_943a,flng_943,Mb/s,0,
flng_944a,flng_944,Mb/s,0,
flng_945a,flng_945,#,0,
flng_946a,flng_946,#,0,
flng_947a,flng_947,#,0,
flng_948a,flng_948,MB,0,
flng_949a,flng_949,MB,0,
flng_950a,flng_950,MB,0,
flng_951a,flng_951,Mb/s,0,
flng_952a,flng_952,Mb/s,0,
flng_953a,flng_953,Mb/s,0,
flng_954a,flng_954,%,0,100
flng_955a,flng_955,%,0,100
flng_956a,flng_956,%,0,100
flng_957a,flng_957,%,0,100
flng_958a,flng_958,%,0,100
flng_959a,flng_959,%,0,100
flng_960a,flng_960,%,0,100
flng_961a,flng_961,#,0,
flng_962a,flng_962,%,0,100
flng_963a,flng_963,%,0,100
flng_964a,flng_964,%,0,100
flng_965a,flng_965,%,0,100
flng_966a,flng_966,%,0,100
flng_967a,flng_967,%,0,100
flng_968a,flng_968,%,0,100
flng_969a,flng_969,%,0,100
flng_970a,flng_970,%,0,100
flng_971a,flng_971,%,0,100
flng_972a,flng_972,%,0,100
flng_973a,flng_973,%,0,100
flng_974a,flng_974,#/bearer/h,,
flng_974b,flng_974,#/bearer/h,,
flng_974c,flng_974,#/bearer/h,,
flng_974d,flng_974,#/bearer/h,,
flng_974e,flng_974,#/bearer/h,,
flng_974f,flng_974,#/bearer/h,,
flng_974g,flng_974,#/bearer/h,,
flng_974h,flng_974,#/bearer/h,,
flng_974i,flng_974,#/bearer/h,,
flng_975a,flng_975,#/bearer/h,,
flng_975b,flng_975,#/bearer/h,,
flng_975c,flng_975,#/bearer/h,,
flng_975d,flng_975,#/bearer/h,,
flng_976a,flng_976,#/bearer/h,,
flng_976b,flng_976,#/bearer/h,,
flng_977a,flng_977,#/bearer/h,,
flng_977b,flng_977,#/bearer/h,,
flng_977c,flng_977,#/bearer/h,,
flng_977d,flng_977,#/bearer/h,,
flng_978a,flng_978,#/bearer/h,,
flng_978b,flng_978,#/bearer/h,,
flng_978c,flng_978,#/bearer/h,,
flng_978d,flng_978,#/bearer/h,,
flng_979a,flng_979,#/bearer/h,,
flng_979b,flng_979,#/bearer/h,,
flng_979c,flng_979,#/bearer/h,,
flng_979d,flng_979,#/bearer/h,,
flng_979e,flng_979,#/bearer/h,,
flng_979f,flng_979,#/bearer/h,,
flng_979g,flng_979,#/bearer/h,,
flng_979h,flng_979,#/bearer/h,,
flng_979i,flng_979,#/bearer/h,,
flng_979j,flng_979,#/bearer/h,,
flng_979k,flng_979,#/bearer/h,,
flng_980a,flng_980,%,0,100
flng_981a,flng_981,%,0,100
flng_982a,flng_982,%,0,100
flng_983a,flng_983,%,0,100
flng_984a,flng_984,%,0,100
flng_985a,flng_985,%,0,100
flng_986a,flng_986,%,0,100
flng_987a,flng_987,#/s,0,
flng_987b,flng_987,#/s,0,
flng_988a,flng_988,#/bearer/h,,
flng_988b,flng_988,#/bearer/h,,
flng_988c,flng_988,#/bearer/h,,
flng_989a,flng_989,#/s,0,
flng_989b,flng_989,#/s,0,
flng_990a,flng_990,#/bearer/h,,
flng_990b,flng_990,#/bearer/h,,
flng_990c,flng_990,#/bearer/h,,
flng_990d,flng_990,#/bearer/h,,
flng_991a,flng_991,#/s,0,
flng_991b,flng_991,#/s,0,
flng_992a,flng_992,#/bearer/h,,
flng_992b,flng_992,#/bearer/h,,
flng_993a,flng_993,#/s,0,
flng_994a,flng_994,#/bearer/h,,
flng_994b,flng_994,#/bearer/h,,
flng_995a,flng_995,#/s,0,
flng_996a,flng_996,#/bearer/h,,
flng_996b,flng_996,#/bearer/h,,
flng_997a,flng_997,#/s,0,
flng_997b,flng_997,#/s,0,
flng_997c,flng_997,#/s,0,
flng_997d,flng_997,#/s,0,
flng_998a,flng_998,#/bearer/h,,
flng_998b,flng_998,#/bearer/h,,
flng_998c,flng_998,#/bearer/h,,
flng_998d,flng_998,#/bearer/h,,
flng_999a,flng_999,%,0,100
flng_1000a,flng_1000,%,0,100
flng_1001a,flng_1001,%,0,100
flng_1002a,flng_1002,%,0,100
flng_1003a,flng_1003,#,0,
flng_1004a,flng_1004,#,0,
flng_1005a,flng_1005,#,0,
flng_1006a,flng_1006,%,0,100
flng_1007a,flng_1007,%,0,100
flng_1008a,flng_1008,%,0,100
flng_1009a,flng_1009,%,0,100
flng_1010a,flng_1010,#,0,
flng_1011a,flng_1011,%,0,100
flng_1012a,flng_1012,%,0,100
flng_1013a,flng_1013,#,0,
flng_1014a,flng_1014,%,0,100
flng_1015a,flng_1015,#,0,
flng_1016a,flng_1016,#,0,
flng_1017a,flng_1017,#,0,
flng_1017b,flng_1017,#,0,
flng_1018a,flng_1018,#,0,
flng_1019a,flng_1019,%,0,100
flng_1020a,flng_1020,#,0,
flng_1021a,flng_1021,%,0,100
flng_1022a,flng_1022,#,0,
flng_1023a,flng_1023,%,0,100
flng_1024a,flng_1024,#,0,
flng_1025a,flng_1025,%,0,100
flng_1026a,flng_1026,#,0,
flng_1027a,flng_1027,%,0,100
flng_1028a,flng_1028,#,0,
flng_1029a,flng_1029,%,0,100
flng_1030a,flng_1030,#,0,
flng_1031a,flng_1031,#,0,
flng_1032a,flng_1032,#,0,
flng_1033a,flng_1033,#,0,
flng_1034a,flng_1034,#,0,
flng_1035a,flng_1035,#,0,
flng_1036a,flng_1036,#,0,
flng_1037a,flng_1037,%,0,100
flng_1038a,flng_1038,#,0,
flng_1039a,flng_1039,%,0,100
flng_1040a,flng_1040,#,0,
flng_1041a,flng_1041,%,0,100
flng_1042a,flng_1042,#,0,
flng_1043a,flng_1043,%,0,100
flng_1044a,flng_1044,#,0,
flng_1044b,flng_1044,#,0,
flng_1045a,flng_1045,%,0,100
flng_1045b,flng_1045,%,0,100
flng_1046a,flng_1046,#,0,
flng_1046b,flng_1046,#,0,
flng_1047a,flng_1047,%,0,100
flng_1047b,flng_1047,%,0,100
flng_1048a,flng_1048,#,0,
flng_1048b,flng_1048,#,0,
flng_1049a,flng_1049,%,0,100
flng_1049b,flng_1049,%,0,100
flng_1050a,flng_1050,#,0,
flng_1050b,flng_1050,#,0,
flng_1051a,flng_1051,#,0,
flng_1051b,flng_1051,#,0,
flng_1052a,flng_1052,#/s,0,
flng_1052b,flng_1052,#/s,0,
flng_1053a,flng_1053,#/bearer/h,,
flng_1053b,flng_1053,#/bearer/h,,
flng_1054a,flng_1054,p/s,0,
flng_1054b,flng_1054,p/s,0,
flng_1055a,flng_1055,p/s,0,
flng_1056a,flng_1056,p/s,0,
flng_1057a,flng_1057,p/s,0,
flng_1058a,flng_1058,#,0,
flng_1059a,flng_1059,%,0,100
flng_1060a,flng_1060,#,0,
flng_1061a,flng_1061,%,0,100
flng_1062a,flng_1062,%,0,100
flng_1063a,flng_1063,#,0,
flng_1064a,flng_1064,%,0,100
flng_1065a,flng_1065,%,0,100
flng_1066a,flng_1066,%,0,100
flng_1067a,flng_1067,MB,0,
flng_1068a,flng_1068,MB,0,
flng_1069a,flng_1069,MB,0,
flng_1070a,flng_1070,MB,0,
flng_1071a,flng_1071,Mb/s,0,
flng_1072a,flng_1072,Mb/s,0,
flng_5034a,flng_5034,Mb/s,0,
flng_5035a,flng_5035,Mb/s,0,
flng_1073a,flng_1073,%,0,100
flng_1074a,flng_1074,%,0,100
flng_1075a,flng_1075,MB,0,
flng_1076a,flng_1076,MB,0,
flng_1077a,flng_1077,Mb/s,0,
flng_1078a,flng_1078,Mb/s,0,
flng_1079a,flng_1079,#,0,
flng_1080a,flng_1080,#,0,
flng_1081a,flng_1081,#,0,
flng_1082a,flng_1082,MB,0,
flng_1083a,flng_1083,MB,0,
flng_1084a,flng_1084,MB,0,
flng_1085a,flng_1085,Mb/s,0,
flng_1086a,flng_1086,Mb/s,0,
flng_1087a,flng_1087,Mb/s,0,
flng_1088a,flng_1088,#,0,
flng_1089a,flng_1089,#,0,
flng_1090a,flng_1090,#,0,
flng_1091a,flng_1091,%,0,100
flng_1092a,flng_1092,#,0,
flng_1093a,flng_1093,%,0,100
flng_1094a,flng_1094,#,0,
flng_1095a,flng_1095,%,0,100
flng_1096a,flng_1096,#,0,
flng_1097a,flng_1097,%,0,100
