KPI,Unit
LTE_5658a,#
LTE_5941a,#
LTE_6013a,#
LTE_6153a,#
LTE_5910a,#
LTE_5911a,#
LTE_5678b,#
LTE_5631a,#
LTE_6012a,#
LTE_5820a,#
LTE_5821a,#
LTE_5676b,#
LTE_5676a,#
LTE_5824a,#
LTE_5825a,#
LTE_5404b,#
LTE_5174a,#
LTE_5175a,#
LTE_5176a,#
LTE_5304c,%
LTE_5304b,%
LTE_5306b,%
LTE_5306c,%
LTE_5307c,%
LTE_5256a,#
LTE_5258a,%
LTE_5259b,%
LTE_5259a,%
LTE_5450a,%
LTE_5451a,%
LTE_5452a,%
LTE_5453a,%
LTE_5454a,%
LTE_5455a,%
LTE_5456a,%
LTE_5457a,%
LTE_5458a,%
LTE_5459a,%
LTE_5212a,MB
LTE_5213a,MB
LTE_5255c,%
LTE_5255b,%
LTE_5256c,%
LTE_5256b,%
LTE_5257c,%
LTE_5257b,%
LTE_5258c,%
LTE_5258b,%
LTE_5260c,%
LTE_5260b,%
LTE_5843a,MB
LTE_5845a,MB
LTE_5844a,MB
LTE_5846a,MB
LTE_6202a,MB
LTE_6203a,MB
LTE_5122a,#
LTE_5942a,%
LTE_5836b,%
LTE_5245a,%
LTE_5836a,%
LTE_5673b,%
LTE_5673a,%
LTE_5321d,%
LTE_5321c,%
LTE_5321a,%
LTE_5793c,%
LTE_5793b,%
LTE_5793a,%
LTE_5481b,%
LTE_5481a,%
LTE_5951a,%
LTE_5749b,%
LTE_5749a,%
LTE_5699b,%
LTE_5699a,%
LTE_5636a,#
LTE_5637a,#
LTE_5708b,%
LTE_5708a,%
LTE_5709b,%
LTE_5709a,%
LTE_5830a,%
LTE_5828a,%
LTE_5829a,%
LTE_5827a,%
LTE_6011a,%
LTE_5569a,Percentage
LTE_5831b,dBm
LTE_5831a,dBm
LTE_6159a,#
LTE_5004d,%
LTE_5004c,%
LTE_5004b,%
LTE_5004a,%
LTE_5117d,%
LTE_5117c,%
LTE_5117b,%
LTE_5117a,%
LTE_5208a,%
LTE_5207b,%
LTE_5211a,MB
LTE_5324a,MB
LTE_6182a,MB
LTE_6015a,MB
LTE_6183a,MB
LTE_5141a,#
LTE_5142a,#
LTE_5228a,%
LTE_5228b,#
LTE_5228c,#
LTE_6277a,%
LTE_5230f,%
LTE_5230e,%
LTE_5590d,%
LTE_5590c,%
LTE_5229f,%
LTE_5229e,%
LTE_5229c,%
LTE_5229d,%
LTE_5229b,%
LTE_5230c,%
LTE_5230d,%
LTE_5230b,%
LTE_5231b,%
LTE_5032a,#
LTE_6162a,#
LTE_6161a,#
LTE_5219a,#
LTE_5220a,%
LTE_5590b,%
LTE_5590a,%
LTE_5249b,%
LTE_5249a,%
LTE_5707b,%
LTE_5707a,%
LTE_6290a,%
LTE_6120b,%
LTE_6120a,%
LTE_6291a,%
LTE_5388a,%
LTE_5387a,%
LTE_5389a,%
LTE_5390a,%
LTE_5392a,%
LTE_5392b,%
LTE_5391a,%
LTE_5392c,%
LTE_5218g,%
LTE_5218d,%
LTE_5218e,%
LTE_5218a,%
LTE_6209a,%
LTE_6280a,%
LTE_6170a,%
LTE_5385a,%
LTE_5386a,%
LTE_5383b,%
LTE_5383a,%
LTE_5382a,%
LTE_5384a,%
LTE_6275a,#
LTE_6266a,#
LTE_6281a,#
LTE_6185a,#
LTE_6267a,#
LTE_6278a,#
LTE_6282a,%
LTE_5031a,%
LTE_6292a,%
LTE_6283a,%
LTE_6293a,#
LTE_6294a,#
LTE_5268a,#
LTE_6160b,#
LTE_6160a,#
LTE_5781a,%
LTE_5300a,#
LTE_5932a,%
LTE_5923a,%
LTE_5930a,%
LTE_5936a,%
LTE_5931a,#
LTE_5937a,#
LTE_5922a,#
LTE_6140a,%
LTE_6144a,%
LTE_6138a,%
LTE_6145a,#
LTE_6139a,#
LTE_5928a,%
LTE_5929a,%
LTE_5927a,%
LTE_6136a,%
LTE_6137a,%
LTE_6135a,%
LTE_6142a,%
LTE_5925a,%
LTE_5934a,%
LTE_5916a,%
LTE_6133a,%
LTE_6143a,#
LTE_6134a,#
LTE_5926a,#
LTE_5935a,#
LTE_5917a,#
LTE_5933a,%
LTE_6141a,%
LTE_5263b,%
LTE_5263a,%
LTE_5264a,#
LTE_5148a,%
LTE_5147a,%
LTE_5098a,%
LTE_5097a,%
LTE_5121a,#
LTE_5261b,%
LTE_5261a,%
LTE_5262a,#
LTE_5096a,%
LTE_5095a,%
LTE_5093a,%
LTE_5094a,%
LTE_5120a,#
LTE_5009a,%
LTE_5009b,%
LTE_5120b,#
LTE_5014a,%
LTE_5924a,%
LTE_5529a,%
LTE_5530a,#
LTE_5731b,%
LTE_5731a,%
LTE_5700a,%
LTE_5701a,%
LTE_6132a,%
LTE_5915a,%
LTE_6113a,%
LTE_6131a,%
LTE_6112a,#
LTE_6130a,#
LTE_6114a,%
LTE_5914a,%
LTE_5913a,#
LTE_5232a,#
LTE_5233a,#
LTE_5234a,#
LTE_5235a,#
LTE_5380a,#
LTE_5381a,#
LTE_5755b,%
LTE_5323a,%
LTE_6016a,%
LTE_6166a,#
LTE_6126a,%
LTE_6167a,#
LTE_6154a,%
LTE_5791a,%
LTE_6007a,%
LTE_5938a,%
LTE_6006a,%
LTE_6269a,s
LTE_6270a,s
LTE_6271a,s
LTE_6272a,s
LTE_6005a,s
LTE_6174a,%
LTE_5832b,%
LTE_5833b,%
LTE_5822a,#
LTE_5823a,#
LTE_5826a,#
LTE_5218c,%
LTE_5151c,%
LTE_5151b,%
LTE_5151a,%
LTE_5533a,%
LTE_5164a,%
LTE_5167a,#
LTE_5170a,%
LTE_5143a,%
LTE_5144a,%
LTE_5145a,%
LTE_5523a,%
LTE_5535a,#
LTE_5536a,%
LTE_5534a,%
LTE_5220c,%
LTE_6172a,%
LTE_5787a,%
LTE_5786a,%
LTE_5785a,#
LTE_5784a,#
LTE_5686b,%
LTE_5686a,%
LTE_6173a,%
LTE_5526a,%
LTE_6086a,%
LTE_6087a,%
LTE_6088a,%
LTE_6089a,%
LTE_6090a,%
LTE_6091a,%
LTE_6094a,%
LTE_6095a,%
LTE_6096a,%
LTE_6092a,%
LTE_6093a,%
LTE_6100a,%
LTE_6101a,%
LTE_6098a,%
LTE_6099a,%
LTE_5754a,%
LTE_5758a,%
LTE_5753a,#
LTE_5748a,Bit/s/Hz
LTE_6175a,%
LTE_5172a,#
LTE_5171a,#
LTE_5173a,#
LTE_5782a,%
LTE_5409a,%
LTE_5410a,#
LTE_5407a,%
LTE_5408a,#
LTE_5679c,%
LTE_5677c,%
LTE_5677a,%
LTE_5677b,%
LTE_5679b,%
LTE_5055b,%
LTE_5048b,%
LTE_5049c,%
LTE_5049b,%
LTE_5058b,%
LTE_5040b,%
LTE_227c,%
LTE_228c,%
LTE_229c,%
LTE_230c,%
LTE_231c,%
LTE_233c,%
LTE_234c,%
LTE_1095a,%
LTE_227d,%
LTE_228d,%
LTE_229d,%
LTE_230d,%
LTE_231d,%
LTE_233d,%
LTE_234d,%
LTE_1797a,ms
LTE_1798a,#
LTE_1799a,%
LTE_1800a,%
LTE_1801a,%
LTE_1802a,%
LTE_1803a,#
LTE_1804a,%
LTE_1805a,%
LTE_1806a,%
LTE_1807a,%
LTE_1808a,%
LTE_1809a,#
LTE_1810a,#
LTE_1811a,#
LTE_1812a,%
LTE_1813a,%
LTE_1814a,%
LTE_1815a,%
LTE_1816a,%
LTE_1817a,%
LTE_1818a,%
LTE_1819a,%
LTE_1820a,%
LTE_1821a,%
LTE_1822a,%
LTE_1823a,%
LTE_1824a,%
LTE_1825a,%
LTE_1826a,#
LTE_1827a,%
LTE_1828a,%
LTE_1829a,%
LTE_1830a,%
LTE_1831a,#
LTE_1832a,MB
LTE_1833a,MB
LTE_1834a,MB
LTE_1835a,#
LTE_1836a,%
LTE_1837a,%
LTE_1838a,%
LTE_1839a,%
LTE_1840a,%
LTE_1841a,%
LTE_1842a,%
LTE_1843a,#
LTE_1844a,%
LTE_1845a,%
LTE_1846a,%
LTE_1847a,%
LTE_1848a,%
LTE_1849a,%
LTE_1850a,%
LTE_1851a,%
LTE_1852a,#
LTE_1853a,#
LTE_1854a,%
LTE_1855a,%
LTE_1856a,%
LTE_1857a,%
LTE_1858a,%
LTE_1859a,%
LTE_1860a,%
LTE_1861a,%
LTE_1862a,#
LTE_1863a,#
LTE_5219b,#
LTE_5219c,#
LTE_1864a,#
LTE_1865a,%
omgw_2064a,%
omgw_2065a,%
omgw_2066a,%
omgw_2067a,%
mgw_271a,%
mgw_272a,%
mgw_273a,%
mgw_273b,%
mgw_273c,%
mgw_273d,%
mgw_273e,%
mgw_273f,%
mgw_275a,%
mgw_275b,%
mgw_275c,%
mgw_277a,%
mgw_277b,%
mgw_277c,%
mgw_278a,%
mgw_278b,%
mgw_279a,%
mgw_279b,%
mgw_279c,%
mgw_280a,%
mgw_280b,%
mgw_281a,%
mgw_281b,%
mgw_281c,%
mgw_283a,%
mgw_283b,%
mgw_283c,%
mgw_285a,%
mgw_285b,%
mgw_285c,%
mgw_287a,%
mgw_287b,%
mgw_287c,%
mgw_289a,%
mgw_289b,%
mgw_291a,%
mgw_291b,%
mgw_291c,%
mgw_294a,%
mgw_295a,#
mgw_296a,%
mgw_297a,#
mgw_298a,%
mgw_298b,%
mgw_299a,%
mgw_300a,#
mgw_301a,%
mgw_302a,%
mgw_303a,%
mgw_304a,%
mgw_305a,%
mgw_306a,#
mgw_307a,%
mgw_308a,%
mgw_309a,%
mgw_310a,%
mgw_311a,%
mgw_312a,#
mgw_313a,%
mgw_313b,%
mgw_314a,%
mgw_315a,%
mgw_316a,%
mgw_317a,%
mgw_318a,%
mgw_319a,%
mgw_320a,%
mgw_321a,%
mgw_322a,%
mgw_323a,%
mgw_323b,#/s
mgw_324a,%
mgw_325a,%
mgw_326a,%
mgw_327a,%
mgw_328a,%
mgw_329a,%
mgw_330a,%
mgw_331a,%
mgw_332a,%
mgw_333a,%
mgw_334a,%
mgw_335a,%
mgw_336a,%
mgw_337a,%
mgw_338a,%
mgw_339a,%
mgw_340a,%
mgw_341a,%
mgw_342a,%
mgw_343a,%
mgw_344a,%
mgw_345a,%
mgw_346a,%
mgw_347a,%
mgw_348a,%
mgw_350a,#
mgw_351a,#
mgw_352a,#
mgw_353a,#
mgw_354a,#
mgw_355a,#
mgw_356a,#
mgw_357a,#
mgw_360a,#
mgw_361a,#
mgw_362a,#
mgw_363a,#
mgw_364a,#
mgw_365a,#
mgw_366a,#
mgw_367a,#
mgw_368a,#
mgw_369a,#
mgw_370a,#
mgw_371a,#
mgw_372a,#
mgw_373a,#
mgw_374a,#
mgw_375a,#
mgw_376a,#
mgw_377a,#
mgw_378a,#
mgw_379a,#
mgw_380a,#
mgw_381a,#
mgw_382a,#
mgw_383a,#
mgw_384a,#
mgw_385a,#
mgw_386a,#
mgw_387a,#
mgw_388a,#
mgw_389a,#
mgw_390a,#
mgw_391a,#
mgw_400a,#
mgw_401a,#
mgw_402a,#
mgw_402b,#
mgw_403a,#
mgw_404a,#
mgw_405a,#
mgw_406a,#
mgw_406b,#
mgw_406c,#
mgw_407a,#
mgw_408a,#
mgw_409a,#
mgw_410a,#
mgw_411a,#
mgw_412a,#
mgw_413a,#
mgw_414a,#
mgw_415a,#
mgw_416a,#
mgw_417a,#
mgw_418a,#
mgw_419a,#
mgw_420a,#
mgw_421a,#
mgw_422a,#
mgw_423a,#
mgw_424a,#
mgw_425a,#
mgw_426a,#
mgw_427a,#
mgw_428a,#
mgw_429a,#
mgw_430a,#
mgw_431a,#
mgw_432a,#
mgw_433a,#
mgw_434a,#
mgw_435a,#
mgw_436a,#
mgw_437a,#
mgw_438a,#
mgw_439a,%
mgw_440a,#
mgw_441a,#
mgw_442a,#
mgw_443a,#
mgw_444a,#
mgw_445a,#
mgw_446a,#
mgw_447a,#
mgw_448a,#
mgw_449a,#
mgw_450a,B
mgw_451a,#
mgw_452a,B
mgw_453a,#
mgw_454a,#
mgw_455a,#
mgw_456a,#
mgw_457a,#
mgw_461a,#
mgw_462a,#
mgw_502a,#
mgw_503a,%
mgw_504a,%
mgw_505a,%
mgw_506a,%
mgw_506b,%
mgw_507a,%
mgw_581a,%
mgw_582a,%
mgw_583a,%
mgw_584a,%
mgw_585a,%
mgw_586a,%
mgw_587a,%
mgw_588a,%
mgw_508a,%
mgw_509a,%
mgw_509b,%
mgw_510a,%
mgw_511a,%
mgw_512a,%
mgw_513a,#
mgw_513b,#
mgw_514a,#
mgw_514b,#
mgw_515a,%
mgw_515b,min
mgw_100a,min
mgw_516a,%
mgw_517a,#
mgw_518a,#
mgw_519a,#
mgw_520a,%
mgw_521a,%
mgw_522a,#
mgw_523a,#
mgw_524a,#
mgw_525a,%
mgw_526a,%
mgw_527a,%
mgw_528a,%
mgw_529a,%
mgw_530a,%
mgw_531a,%
mgw_532a,%
mgw_533a,%
mgw_541a,%
mgw_542a,#
mgw_543a,#
mgw_551a,%
mgw_552a,cell/s
mgw_553a,cell/s
mgw_554a,cell/s
mgw_555a,%
mgw_555b,#
mgw_556a,%
mgw_556b,%
mgw_101a,%
mgw_557a,#
mgw_571a,#
mgw_572a,#
mgw_573a,#
mgw_574a,#
mgw_575a,#
mgw_576a,#
mgw_577a,%
mgw_577b,%
mgw_578a,%
mgw_578b,%
mgw_579a,cell/s
mgw_580a,cell/s
mgw_601a,%
mgw_602a,%
mgw_603a,%
mgw_604a,%
mgw_605a,%
mgw_606a,%
mgw_607a,%
mgw_608a,#
mgw_609a,%
mgw_609b,%
mgw_609c,%
mgw_610a,#
mgw_611a,#
mgw_611b,#
mgw_612a,%
mgw_613a,#
mgw_614a,#
mgw_615a,#
mgw_616a,%
mgw_617a,%
mgw_618a,%
mgw_619a,%
mgw_620a,%
mgw_621a,%
mgw_622a,%
mgw_623a,%
mgw_624a,%
mgw_625a,%
mgw_626a,%
mgw_627a,%
mgw_628a,%
mgw_629a,%
mgw_630a,%
mgw_631a,%
mgw_632a,%
mgw_633a,%
mgw_634a,%
mgw_651a,#
mgw_652a,#
mgw_652b,s
mgw_671a,%
mgw_691a,#
mgw_692a,#
mgw_693a,#
mgw_694a,#
mgw_695a,#
mgw_696a,#
mgw_697a,%
mgw_697b,%
mgw_698a,%
mgw_698b,%
mgw_699a,cell/s
mgw_700a,cell/s
mgw_701a,%
mgw_702a,#
mgw_710a,%
mgw_711a,%
mgw_712a,%
mgw_713a,%
mgw_714a,%
mgw_714b,%
mgw_715a,%
mgw_715b,%
mgw_716a,%
mgw_716b,%
mgw_717a,%
mgw_717b,%
mgw_718a,%
mgw_719a,%
mgw_720a,%
mgw_721a,%
mgw_722a,%
mgw_723a,%
mgw_724a,%
mgw_725a,%
mgw_726a,%
mgw_727a,%
mgw_728a,%
mgw_729a,%
mgw_730a,%
mgw_731a,kbps
mgw_732a,kbps
mgw_733a,kbps
mgw_740a,%
mgw_741a,%
mgw_742a,%
mgw_743a,%
mgw_744a,%
mgw_744b,%
mgw_745a,%
mgw_745b,%
mgw_102a,%
mgw_746a,%
mgw_747a,%
mgw_748a,%
mgw_749a,%
mgw_750a,%
mgw_751a,%
mgw_752a,%
mgw_753a,%
mgw_754a,%
mgw_755a,%
mgw_760a,%
mgw_760b,%
mgw_760c,%
mgw_760d,%
mgw_761a,%
mgw_761b,%
mgw_761c,%
mgw_761d,%
mgw_762a,%
mgw_762b,%
mgw_762c,%
mgw_762d,%
mgw_763a,%
mgw_763b,%
mgw_763c,%
mgw_763d,%
mgw_764a,%
mgw_764b,%
mgw_764c,%
mgw_765a,%
mgw_765b,%
mgw_765c,%
mgw_766a,%
mgw_766b,%
mgw_767a,%
mgw_767b,%
mgw_768a,%
mgw_768b,%
mgw_768c,%
mgw_768d,%
mgw_103a,%
mgw_769a,%
mgw_769b,%
mgw_769c,%
mgw_769d,%
mgw_770a,%
mgw_770b,%
mgw_770c,%
mgw_770d,%
mgw_771a,%
mgw_771b,%
mgw_771c,%
mgw_771d,%
mgw_772a,%
mgw_772b,%
mgw_772c,%
mgw_772d,%
mgw_773a,%
mgw_773b,%
mgw_773c,%
mgw_773d,%
mgw_774a,%
mgw_774b,%
mgw_774c,%
mgw_774d,%
mgw_775a,%
mgw_775b,%
mgw_775c,%
mgw_775d,%
mgw_780a,#
mgw_780b,#
mgw_780c,#
mgw_780d,#
mgw_781a,%
mgw_781b,%
mgw_781c,%
mgw_781d,%
mgw_782a,%
mgw_782b,%
mgw_783a,%
mgw_783b,%
mgw_784a,%
mgw_784b,%
mgw_785a,#
mgw_786a,#
mgw_787a,#
mgw_790a,%
mgw_791a,%
mgw_792a,%
mgw_793a,%
mgw_794a,%
mgw_795a,%
mgw_796a,%
mgw_797a,%
mgw_798a,%
mgw_800a,%
mgw_801a,%
mgw_802a,%
mgw_810a,%
mgw_810b,%
mgw_812a,%
mgw_814a,#
mgw_815a,#
mgw_820a,%
mgw_822a,#
mgw_823a,#
mgw_824a,#
mgw_830a,#
mgw_831a,%
mgw_832a,%
mgw_833a,%
mgw_834a,%
mgw_835a,%
mgw_836a,%
mgw_837a,%
mgw_840a,%
mgw_841a,%
mgw_842a,%
mgw_843a,#
mgw_843b,#
mgw_844a,#
mgw_845a,#
mgw_846a,#
mgw_850a,%
mgw_851a,#
mgw_852a,#
mgw_853a,#
mgw_860a,%
mgw_860b,#
mgw_861a,%
mgw_861b,#
mgw_861c,#
mgw_862a,%
mgw_862b,#
mgw_862c,#
mgw_870a,%
mgw_870b,%
mgw_871a,%
mgw_871b,%
mgw_872a,%
mgw_872b,%
mgw_873a,%
mgw_873b,%
mgw_874a,%
mgw_874b,%
mgw_875a,%
mgw_875b,%
mgw_876a,%
mgw_876b,%
mgw_877a,%
mgw_877b,%
mgw_878a,%
mgw_878b,%
mgw_879a,%
mgw_879b,%
mgw_879c,%
mgw_880a,%
mgw_880b,%
mgw_880c,%
mgw_881a,%
mgw_881b,%
mgw_881c,%
mgw_882a,%
mgw_882b,%
mgw_882c,%
mgw_883a,%
mgw_883b,%
mgw_883c,%
mgw_884a,%
mgw_884b,%
mgw_884c,%
mgw_885a,%
mgw_885b,%
mgw_885c,%
mgw_886a,%
mgw_886b,%
mgw_886c,%
mgw_887a,%
mgw_887b,%
mgw_887c,%
mgw_888a,%
mgw_888b,%
mgw_888c,%
mgw_889a,%
mgw_889b,%
mgw_889c,%
mgw_890a,%
mgw_890b,%
mgw_890c,%
mgw_891a,%
mgw_892a,%
mgw_893a,%
mgw_894a,%
mgw_895a,%
mgw_896a,%
mgw_897a,%
mgw_898a,%
mgw_sigtr,#
mgw_900a,cell/s
mgw_901a,cell/s
mgw_902a,cell/s
mgw_903a,#
mgw_904a,#
mgw_905a,%
mgw_906a,%
mgw_907a,#
mgw_908a,#
mgw_909a,%
mgw_910a,%
mgw_920a,#
mgw_921a,#
mgw_922a,#
mgw_923a,#
mgw_924a,#
mgw_925a,#
mgw_926a,#
mgw_927a,#
mgw_928a,#
mgw_929a,#
mgw_930a,#
mgw_931a,#
mgw_932a,#
mgw_933a,#
mgw_934a,#
mgw_935a,#
mgw_936a,#
mgw_937a,#
mgw_938a,#
mgw_939a,#
mgw_940a,#
mgw_941a,#
mgw_942a,#
mgw_943a,#
mgw_944a,cell/s
mgw_945a,cell/s
mgw_946a,#
mgw_947a,#
mgw_948a,%
mgw_948b,%
mgw_949a,%
mgw_949b,%
mgw_955a,#
mgw_956a,#
mgw_957a,#
mgw_958a,#
mgw_960a,%
mgw_970a,#
mgw_971a,%
mgw_972a,%
mgw_973a,%
mgw_974a,%
mgw_975a,%
mgw_976a,%
mgw_977a,%
mgw_978a,%
mgw_979a,%
mgw_980a,%
mgw_985a,%
mgw_986a,s
mgw_990a,mE
mgw_991a,mE
mgw_992a,s
mgw_993a,s
mgw_994a,Byte
mgw_995a,Byte
mgw_996a,#
mgw_997a,%
mgw_998a,mE
mgw_999a,mE
mgw_1000a,#
mgw_1000b,#
mgw_1001a,#
mgw_1001b,#
mgw_1001c,#
mgw_1002a,#
mgw_1002b,#
mgw_1002c,#
mgw_1003a,#
mgw_1003b,#
mgw_1003c,#
mgw_1005a,#
mgw_1005b,#
mgw_1005c,#
mgw_1006a,#
mgw_1006b,#
mgw_1007a,%
mgw_1008a,%
mgw_1009a,%
mgw_1010a,%
mgw_1011a,%
mgw_1012a,%
mgw_1013a,%
mgw_1014a,%
mgw_1015a,%
mgw_1016a,%
mgw_1017a,%
mgw_1018a,%
mgw_1019a,%
mgw_1020a,%
mgw_1021a,%
mgw_1022a,#
mgw_1023a,#
mgw_1024a,#
mgw_1025a,#
mgw_1026a,#
mgw_1027a,#
mgw_1028a,#
mgw_1029a,#
mgw_1030a,#
mgw_1031a,#
mgw_1032a,#
mgw_1033a,#
mgw_1034a,#
mgw_1035a,#
mgw_1036a,#
mgw_1037a,#
mgw_1038a,#
mgw_1039a,#
mgw_1040a,#
mgw_1041a,#
mgw_1042a,#
mgw_1043a,#
mgw_1044a,#
mgw_1045a,#
mgw_1046a,#
mgw_1047a,#
mgw_1048a,#
mgw_1049a,#
mgw_1050a,#
mgw_1051a,#
mgw_1052a,#
mgw_1053a,#
mgw_1054a,#
mgw_1055a,#
mgw_1056a,#
mgw_1057a,#
mgw_1058a,#
mgw_1059a,%
mgw_1060a,%
mgw_1061a,%
mgw_1062a,%
mgw_1063a,%
mgw_1064a,%
mgw_1065a,%
mgw_1066a,%
mgw_1067a,%
mgw_1068a,%
mgw_1069a,%
mgw_1070a,%
mgw_1071a,%
mgw_1071b,%
mgw_1072a,%
mgw_1073a,%
mgw_1074a,%
mgw_1075a,%
mgw_1075b,%
mgw_1075c,%
mgw_1076a,#
mgw_1077a,#
mgw_1078a,%
mgw_1079a,%
mgw_1080a,%
mgw_1081a,%
mgw_1082a,#
mgw_1083a,%
mgw_1084a,%
mgw_1085a,%
mgw_1086a,%
mgw_1087a,%
mgw_1088a,%
mgw_1089a,%
mgw_1090a,%
mgw_1091a,%
mgw_1092a,%
mgw_1093a,%
mgw_1094a,%
mgw_1095a,%
mgw_1096a,%
mgw_1097a,%
mgw_1097b,%
mgw_1098a,#
mgw_1098b,#
mgw_1099a,#
mgw_1100a,#
mgw_1100b,#
mgw_1101a,%
mgw_1101b,%
mgw_1102a,kbps
mgw_1103a,%
mgw_1104a,%
mgw_1105a,%
mgw_1105b,%
mgw_1106a,%
mgw_274a,%
mgw_1107a,%
mgw_1108a,%
mgw_1109a,%
mgw_1110a,%
mgw_1112a,%
mgw_1114a,%
mgw_1116a,%
mgw_1118a,%
mgw_1120a,%
mgw_1122a,%
mgw_1124a,#
mgw_1125a,%
mgw_1126a,bps
mgw_1127a,%
mgw_1128a,%
mgw_1129a,%
mgw_1129b,%
mgw_1130a,%
mgw_1131a,%
mgw_1132a,%
mgw_1133a,%
mgw_1134a,%
mgw_1135a,%
mgw_1136a,%
mgw_1137a,%
mgw_1138a,%
mgw_1139a,#
mgw_1140a,#
mgw_1141a,%
mgw_1142a,%
mgw_1143a,%
mgw_1145a,ms
mgw_1146a,ms
mgw_1147a,%
mgw_1148a,%
mgw_1149a,#
mgw_1150a,%
mgw_1151a,%
mgw_1152a,%
mgw_1153a,%
mgw_1154a,%
mgw_1155a,%
mgw_1156a,%
mgw_1157a,%
mgw_1158a,%
mgw_1159a,%
mgw_1160a,%
mgw_1161a,%
mgw_1162a,%
mgw_1163a,%
mgw_1164a,%
mgw_1165a,%
mgw_1166a,%
mgw_1167a,%
mgw_1168a,%
mgw_1169a,%
mgw_1170a,%
mgw_1171a,%
mgw_1172a,%
mgw_1173a,%
mgw_1174a,%
mgw_1175a,%
mgw_1176a,%
mgw_1177a,%
mgw_1178a,%
mgw_1179a,%
mgw_1180a,%
mgw_1181a,%
mgw_1182a,%
mgw_1183a,%
mgw_1184a,%
mgw_1185a,%
mgw_1186a,%
mgw_1187a,%
mgw_1188a,%
mgw_1189a,%
mgw_1190a,%
mgw_1191a,%
mgw_1192a,%
mgw_1193a,%
mgw_1194a,%
mgw_1195a,%
mgw_1196a,%
mgw_2000a,%
mgw_2001a,%
mgw_2002a,%
mgw_2003a,%
mgw_2004a,kbps
mgw_2005a,kbps
mgw_2006a,Mbps
mgw_2007a,Mbps
mgw_2008a,#
mgw_2009a,kbps
mgw_2010a,%
mgw_2011a,%
mgw_2012a,Mbit
mgw_2013a,Mbit
mgw_2014a,%
mgw_2015a,Mbps
mgw_2016a,%
mgw_2017a,%
mgw_2018a,%
mgw_2019a,%
mgw_2020a,#
mgw_2021a,#
mgw_2022a,kbps
mgw_2023a,kbps
mgw_2024a,kbps
mgw_2025a,kbps
mgw_2026a,#
mgw_2027a,#
mgw_2028a,#
mgw_2029a,#
mgw_2030a,#
mgw_2031a,#
mgw_2032a,#
mgw_2033a,#
mgw_2034a,#
mgw_2035a,#
mgw_2036a,#
mgw_2037a,#
mgw_2038a,#
mgw_2039a,#
mgw_2040a,#
mgw_2041a,%
mgw_2042a,%
mgw_2043a,%
mgw_2044a,%
mgw_2045a,%
mgw_2046a,%
mgw_2047a,%
mgw_2048a,%
mgw_2049a,%
mgw_2050a,%
mgw_2051a,%
mgw_2052a,%
mgw_2053a,%
mgw_2054a,%
mgw_2055a,#
mgw_2056a,%
mgw_2057a,#
mgw_2058a,%
mgw_2059a,#
mgw_2059b,#
mgw_2060a,%
mgw_2061a,%
mgw_2062a,%
mgw_2062b,%
mgw_2063a,%
mgw_2063b,%
mgw_2064a,%
mgw_2065a,%
mgw_2066a,%
mgw_2067a,%
mgw_2068a,#
mgw_2069a,#
mgw_2070a,#
mgw_1200a,%
mgw_1201a,%
mgw_1202a,%
mgw_1203a,#
mgw_1204a,#
mgw_1205a,%
mgw_1206a,kbps
mgw_1207a,kbps
mgw_1208a,%
mgw_1209a,%
mgw_1210a,%
mgw_1211a,%
mgw_1212a,%
mgw_1213a,%
mgw_1214a,%
mgw_1215a,%
mgw_1216a,%
mgw_1217a,%
mgw_1218a,%
mgw_1219a,%
mgw_1220a,%
mgw_1221a,%
mgw_1222a,%
mgw_1223a,%
mgw_1224a,%
mgw_1225a,%
mgw_1226a,%
mgw_1227a,%
mgw_1228a,%
mgw_1229a,%
mgw_1230a,%
mgw_1231a,%
mgw_2071a,#
mgw_5002b,#
mgw_1144a,%
mgw_1121a,%
mgw_1123a,%
mgw_1115a,%
mgw_1119a,%
mgw_1117a,%
mgw_1113a,%
mgw_1111a,%
mgw_5001a,#
mgw_5003b,#/s
mgw_5004b,#/s
mgw_5011a,%
mgw_5007b,#/s
mgw_5008b,#/s
mgw_5013a,#
mgw_5012b,#
mgw_5006b,#
mgw_5009c,#
mgw_5010a,%
mgw_5005b,#
onends_1a,%
onends_2a,%
onends_3a,s
onends_4a,#
onends_4b,#
onends_5a,#
onends_5b,#
onends_6a,%
onends_7a,#
onends_7b,#
onends_8a,%
onends_8b,%
onends_9a,%
onends_9b,%
onends_9c,%
onends_10a,%
onends_11a,%
onends_12a,%
onends_13a,%
onends_14a,%
onends_14b,%
onends_14c,%
onends_15a,%
onends_15b,%
onends_15c,%
onends_16a,%
onends_17a,%
onends_18a,%
onends_19a,%
onends_19b,%
onends_20a,%
onends_21a,%
onends_22a,%
onends_22b,%
onends_23a,%
onends_24a,%
onends_25a,%
onends_25b,%
onends_27a,%
onends_28a,%
onends_29a,%
onends_30a,%
onends_31a,%
onends_32a,%
onends_33a,%
onends_34a,%
onends_35a,%
onends_36a,%
onends_37a,%
onends_38a,%
onends_39a,%
onends_40a,%
onends_41a,#
onends_42a,%
onends_43a,#
onends_44a,%
onends_45a,#
onends_45b,#
onends_46a,#
onends_46b,#
onends_47a,#
onends_47b,#
onends_48a,%
onends_48b,%
onends_49a,%
onends_50a,#
onends_51a,#
onends_52a,#
onends_53a,%
onends_54a,%
onends_55a,#/s
