KPI,Unit,Min,Max
RNC_1668c,%,0,100
RNC_2023b,%,0,100
RNC_2585a,%,0,100
RNC_2586a,%,0,100
RNC_2587a,%,0,100
RNC_2588a,%,0,100
RNC_1038c,%,0,100
RNC_1039c,%,0,100
RNC_1040c,%,0,100
RNC_1041c,%,0,100
RNC_1042c,%,0,100
RNC_1043c,%,0,100
RNC_1044c,%,0,100
RNC_1045c,%,0,100
RNC_1046c,%,0,100
RNC_1048c,%,0,100
RNC_1985b,%,0,100
RNC_1986b,%,0,100
RNC_1987b,%,0,100
RNC_1988b,%,0,100
RNC_1989b,%,0,100
RNC_1990b,%,0,100
RNC_1991b,%,0,100
RNC_1992b,%,0,100
RNC_1993b,%,0,100
RNC_1994b,%,0,100
RNC_1995b,%,0,100
RNC_1996b,%,0,100
RNC_2591a,%,0,100
RNC_2592a,%,0,100
RNC_2593a,%,0,100
RNC_2594a,%,0,100
RNC_2595a,%,0,100
RNC_2596a,%,0,100
RNC_2597a,#,0,
RNC_2598a,#,0,
RNC_2599a,%,0,100
RNC_2600a,kB,0,
RNC_2601a,kB,0,
RNC_1290a,ms,0,
RNC_2653a,#,0,
RNC_2654a,#,0,
RNC_658a,%,0,100
RNC_1047a,%,0,100
RNC_1047c,%,0,100
RNC_1897a,%,0,100
RNC_1897b,%,0,100
RNC_2651a,%,0,100
RNC_1100a,%,0,100
RNC_1100b,%,0,100
RNC_1100c,%,0,100
RNC_1100d,%,0,100
RNC_2212a,%,0,100
RNC_1909a,%,0,100
RNC_872d,%,0,100
RNC_942c,%,0,100
RNC_2163a,#,0,
RNC_1899b,%,0,100
RNC_2208a,%,0,100
RNC_100d,%,0,100
RNC_100e,%,0,100
RNC_1028c,%,0,100
RNC_1029c,%,0,100
RNC_1030c,%,0,100
RNC_1031c,%,0,100
RNC_1032c,%,0,100
RNC_1033c,%,0,100
RNC_1034c,%,0,100
RNC_1035c,%,0,100
RNC_1037b,#,0,
RNC_1038b,%,0,100
RNC_1039b,%,0,100
RNC_103a,%,0,100
RNC_1040b,%,0,100
RNC_1041b,%,0,100
RNC_1042b,%,0,100
RNC_1043b,%,0,100
RNC_1044b,%,0,100
RNC_1045b,%,0,100
RNC_1046b,%,0,100
RNC_1047b,%,0,100
RNC_1048b,%,0,100
RNC_104a,%,0,100
RNC_1056a,%,0,100
RNC_105a,%,0,100
RNC_106a,%,0,100
RNC_107a,%,0,100
RNC_1083b,%,0,100
RNC_108a,%,0,100
RNC_109a,%,0,100
RNC_1101b,#,0,
RNC_1101c,#,0,
RNC_1102b,%,0,100
RNC_1102c,%,0,100
RNC_1107c,#,0,
RNC_1107d,#,0,
RNC_1108c,%,0,100
RNC_1108d,%,0,100
RNC_1109c,%,0,100
RNC_1109d,%,0,100
RNC_110a,%,0,100
RNC_1115c,%,0,100
RNC_1115d,%,0,100
RNC_1116a,%,0,100
RNC_1116b,%,0,100
RNC_111a,%,0,100
RNC_112a,%,0,100
RNC_1147a,kb/s,0,
RNC_1147b,kb/s,0,
RNC_1148a,kb/s,0,
RNC_1148b,kb/s,0,
RNC_1185b,%,0,100
RNC_1185c,%,0,100
RNC_1186b,%,0,100
RNC_1186c,%,0,100
RNC_1187b,%,0,100
RNC_1187c,%,0,100
RNC_1188b,%,0,100
RNC_1188c,%,0,100
RNC_137a,dBm,,
RNC_137b,dBm,,
RNC_138a,dBm,,
RNC_138b,dBm,,
RNC_139a,dBm,,
RNC_139b,dBm,,
RNC_140a,dBm,,
RNC_140b,dBm,,
RNC_141a,dBm,,
RNC_142a,dBm,,
RNC_142b,dBm,,
RNC_143b,dBm,,
RNC_144a,dBm,,
RNC_145a,dBm,,
RNC_146a,dBm,,
RNC_148b,%,0,100
RNC_150d,%,0,100
RNC_151c,%,0,100
RNC_152c,%,0,100
RNC_159c,%,0,100
RNC_1665b,%,0,100
RNC_1666b,%,0,100
RNC_1667b,%,0,100
RNC_1668b,%,0,100
RNC_1883a,Mb/s,0,
RNC_196a,%,0,100
RNC_197a,%,0,100
RNC_1985a,%,0,100
RNC_1986a,%,0,100
RNC_1987a,%,0,100
RNC_1988a,%,0,100
RNC_1989a,%,0,100
RNC_1990a,%,0,100
RNC_1991a,%,0,100
RNC_1992a,%,0,100
RNC_1993a,%,0,100
RNC_1994a,%,0,100
RNC_1995a,%,0,100
RNC_1996a,%,0,100
RNC_200a,%,0,100
RNC_2016a,%,0,100
RNC_2016b,%,0,100
RNC_2017a,%,0,100
RNC_2017b,%,0,100
RNC_2018a,%,0,100
RNC_2018b,%,0,100
RNC_2019a,%,0,100
RNC_2019b,%,0,100
RNC_201a,%,0,100
RNC_2020a,%,0,100
RNC_2020b,%,0,100
RNC_2021a,%,0,100
RNC_2021b,%,0,100
RNC_2023a,%,0,100
RNC_202a,%,0,100
RNC_203a,%,0,100
RNC_204a,%,0,100
RNC_2050a,kb/s,0,
RNC_2051a,kb/s,0,
RNC_205a,%,0,100
RNC_206a,%,0,100
RNC_207a,%,0,100
RNC_2086a,#,0,
RNC_2086b,#,0,
RNC_2087a,#,0,
RNC_2087b,#,0,
RNC_208a,%,0,100
RNC_209a,%,0,100
RNC_210a,%,0,100
RNC_2117a,#,0,
RNC_2117b,#,0,
RNC_2168a,MB,0,
RNC_2169a,MB,0,
RNC_217d,%,0,100
RNC_2286a,%,0,100
RNC_2287a,%,0,100
RNC_2288a,%,0,100
RNC_2289a,%,0,100
RNC_2290a,%,0,100
RNC_2291a,%,0,100
RNC_2292a,%,0,100
RNC_2293a,kb/s,0,
RNC_2294a,kb/s,0,
RNC_2295a,#,0,
RNC_2296a,#,0,
RNC_2297a,%,0,100
RNC_2298a,%,0,100
RNC_2299a,#,0,
RNC_2300a,#,0,
RNC_2301a,s,0,
RNC_2302a,min,0,
RNC_2303a,#,0,
RNC_2304a,%,0,100
RNC_2305a,#,0,
RNC_2306a,#,0,
RNC_2307a,#,0,
RNC_2308a,#,0,
RNC_2309a,%,0,100
RNC_2310a,%,0,100
RNC_2311a,min,0,
RNC_2312a,#,0,
RNC_2313a,%,0,100
RNC_2315a,#,0,
RNC_2316a,%,0,100
RNC_2317a,%,0,100
RNC_2318a,#,0,
RNC_2319a,%,0,100
RNC_2320a,%,0,100
RNC_2321a,%,0,100
RNC_2322a,#,0,
RNC_2324a,%,0,100
RNC_2325a,%,0,100
RNC_2326a,%,0,100
RNC_2327a,%,0,100
RNC_2328a,%,0,100
RNC_2329a,%,0,100
RNC_2330a,%,0,100
RNC_2331a,#,0,
RNC_2334a,#,0,
RNC_2335a,%,0,100
RNC_2336a,%,0,100
RNC_2337a,%,0,100
RNC_2338a,%,0,100
RNC_2339a,%,0,100
RNC_2340a,%,0,100
RNC_2341a,%,0,100
RNC_2342a,%,0,100
RNC_2343a,%,0,100
RNC_2344a,%,0,100
RNC_2345a,%,0,100
RNC_2346a,%,0,100
RNC_2348a,%,0,100
RNC_2349a,%,0,100
RNC_2350a,%,0,100
RNC_2351a,%,0,100
RNC_2352a,%,0,100
RNC_2353a,%,0,100
RNC_2354a,%,0,100
RNC_2355a,%,0,100
RNC_2356a,%,0,100
RNC_2357a,%,0,100
RNC_2358a,%,0,100
RNC_2360a,%,0,100
RNC_2362a,#,0,
RNC_2363a,#,0,
RNC_2364a,#,0,
RNC_2365a,#,0,
RNC_2366a,#,0,
RNC_2367a,#,0,
RNC_2368a,#,0,
RNC_2369a,%,0,100
RNC_2371a,#,0,
RNC_2372a,%,0,100
RNC_2373a,#,0,
RNC_2375a,#,0,
RNC_2376a,#,0,
RNC_2377a,#,0,
RNC_2378a,#,0,
RNC_2379a,%,0,100
RNC_2380a,#,0,
RNC_2381a,#,0,
RNC_2382a,#,0,
RNC_2383a,#,0,
RNC_2384a,#,0,
RNC_2385a,#,0,
RNC_2386a,%,0,100
RNC_2389a,%,0,100
RNC_2390a,#,0,
RNC_2391a,#,0,
RNC_2392a,%,0,100
RNC_2393a,%,0,100
RNC_2394a,#,0,
RNC_2396a,%,0,100
RNC_2397a,%,0,100
RNC_2398a,#,0,
RNC_2399a,#,0,
RNC_2400a,#,0,
RNC_2401a,#,0,
RNC_2402a,#,0,
RNC_2403a,#,0,
RNC_2404a,#,0,
RNC_2405a,%,0,100
RNC_2406a,#,0,
RNC_2407a,#,0,
RNC_2408a,%,0,100
RNC_2409a,%,0,100
RNC_2410a,#,0,
RNC_2411a,#,0,
RNC_2412a,#,0,
RNC_2413a,#,0,
RNC_2414a,#,0,
RNC_2415a,%,0,100
RNC_2416a,%,0,100
RNC_2417a,%,0,100
RNC_2418a,%,0,100
RNC_2419a,%,0,100
RNC_2421a,%,0,100
RNC_2422a,%,0,100
RNC_2423a,%,0,100
RNC_2424a,%,0,100
RNC_2425a,%,0,100
RNC_2426a,%,0,100
RNC_2427a,%,0,100
RNC_2428a,%,0,100
RNC_2429a,%,0,100
RNC_2431a,%,0,100
RNC_2432a,#,0,
RNC_2433a,%,0,100
RNC_2434a,%,0,100
RNC_2436a,#,0,
RNC_2437a,%,0,100
RNC_2439a,%,0,100
RNC_2440a,%,0,100
RNC_2441a,%,0,100
RNC_2442a,%,0,100
RNC_2443a,%,0,100
RNC_2445a,%,0,100
RNC_2446a,%,0,100
RNC_2447a,%,0,100
RNC_2448a,%,0,100
RNC_2449a,%,0,100
RNC_2450a,%,0,100
RNC_2451a,%,0,100
RNC_2452a,#,0,
RNC_2453a,#,0,
RNC_2454a,%,0,100
RNC_2455a,%,0,100
RNC_2456a,%,0,100
RNC_2457a,#,0,
RNC_2458a,#,0,
RNC_2459a,#,0,
RNC_2460a,#,0,
RNC_2461a,#,0,
RNC_2462a,#,0,
RNC_2463a,#,0,
RNC_2464a,#,0,
RNC_2471a,#,0,
RNC_2474a,%,0,100
RNC_2475a,%,0,100
RNC_2476a,%,0,100
RNC_2477a,%,0,100
RNC_2478a,%,0,100
RNC_2479a,%,0,100
RNC_2480a,%,0,100
RNC_2481a,%,0,100
RNC_2482a,%,0,100
RNC_2483a,%,0,100
RNC_2484a,#,0,
RNC_2485a,#,0,
RNC_2486a,#,0,
RNC_2488a,ms,0,
RNC_2489a,%,0,100
RNC_2490a,ms,0,
RNC_2492a,%,0,100
RNC_2493a,%,0,100
RNC_2494a,#,0,
RNC_2495a,#,0,
RNC_2500a,%,0,100
RNC_2501a,%,0,100
RNC_2502a,%,0,100
RNC_2503a,%,0,100
RNC_2504a,%,0,100
RNC_2505a,%,0,100
RNC_2506a,%,0,100
RNC_2507a,%,0,100
RNC_2508a,%,0,100
RNC_2509a,#,0,
RNC_2510a,#,0,
RNC_2511a,#,0,
RNC_2512a,#,0,
RNC_2513a,#,0,
RNC_2514a,#,0,
RNC_2515a,#,0,
RNC_2520a,#,0,
RNC_2521a,%,0,100
RNC_2522a,%,0,100
RNC_2523a,%,0,100
RNC_2524a,%,0,100
RNC_2525a,%,0,100
RNC_2526a,%,0,100
RNC_2527a,%,0,100
RNC_2528a,%,0,100
RNC_2529a,#,0,
RNC_2530a,#,0,
RNC_2531a,#,0,
RNC_2532a,#,0,
RNC_2533a,%,0,100
RNC_2534a,%,0,100
RNC_2535a,%,0,100
RNC_2536a,%,0,100
RNC_2539a,%,0,100
RNC_2540a,%,0,100
RNC_2541a,%,0,100
RNC_2542a,%,0,100
RNC_2543a,%,0,100
RNC_2545a,%,0,100
RNC_2546a,%,0,100
RNC_2547a,%,0,100
RNC_2548a,%,0,100
RNC_2549a,%,0,100
RNC_2550a,%,0,100
RNC_2551a,%,0,100
RNC_2552a,%,0,100
RNC_2589a,%,0,100
RNC_2590a,%,0,100
RNC_2602a,%,0,100
RNC_2603a,%,0,100
RNC_2604a,%,0,100
RNC_2605a,%,0,100
RNC_2606a,%,0,100
RNC_2607a,%,0,100
RNC_2608a,%,0,100
RNC_2609a,%,0,100
RNC_2610a,%,0,100
RNC_2611a,%,0,100
RNC_2612a,%,0,100
RNC_2613a,%,0,100
RNC_2614a,%,0,100
RNC_2615a,Mb/s,0,
RNC_2616a,Mb/s,0,
RNC_2617a,#,0,
RNC_2618a,#,0,
RNC_2619a,%,0,100
RNC_2620a,#,0,
RNC_2621a,%,0,100
RNC_2622a,%,0,100
RNC_2623a,%,0,100
RNC_2624a,%,0,100
RNC_2625a,#,0,
RNC_2626a,#,0,
RNC_2628a,%,0,100
RNC_2629a,%,0,100
RNC_2630a,%,0,100
RNC_2631a,%,0,100
RNC_2632a,%,0,100
RNC_2633a,%,0,100
RNC_2634a,%,0,100
RNC_2635a,#,0,
RNC_2636a,%,0,100
RNC_2637a,%,0,100
RNC_2638a,#,0,
RNC_2639a,%,0,100
RNC_2640a,#,0,
RNC_2641a,%,0,100
RNC_2642a,#,0,
RNC_2643a,%,0,100
RNC_2644a,#,0,
RNC_2645a,%,0,100
RNC_2646a,#,0,
RNC_2647a,%,0,100
RNC_2648a,#,0,
RNC_2649a,%,0,100
RNC_2650a,#,0,
RNC_2655a,#,0,
RNC_2656a,#,0,
RNC_2657a,#,0,
RNC_2658a,#,0,
RNC_2659a,#,0,
RNC_2660a,#,0,
RNC_2661a,#,0,
RNC_2662a,#,0,
RNC_2663a,#,0,
RNC_2664a,#,0,
RNC_2665a,#,0,
RNC_2666a,%,0,100
RNC_2667a,%,0,100
RNC_2668a,#,0,
RNC_2669a,#,0,
RNC_2670a,%,0,100
RNC_2671a,%,0,100
RNC_2672a,%,0,100
RNC_2673a,%,0,100
RNC_2674a,%,0,100
RNC_2675a,%,0,100
RNC_2676a,%,0,100
RNC_2677a,%,0,100
RNC_2678a,%,0,100
RNC_2679a,%,0,100
RNC_2680a,%,0,100
RNC_2681a,%,0,100
RNC_2682a,%,0,100
RNC_2683a,%,0,100
RNC_300c,%,0,100
RNC_301b,%,0,100
RNC_301c,%,0,100
RNC_409b,%,0,100
RNC_409c,%,0,100
RNC_410b,%,0,100
RNC_410c,%,0,100
RNC_411b,%,0,100
RNC_411c,%,0,100
RNC_412b,%,0,100
RNC_412c,%,0,100
RNC_414b,%,0,100
RNC_414c,%,0,100
RNC_50d,%,0,100
RNC_50e,%,0,100
RNC_50f,%,0,100
RNC_531a,#,0,
RNC_531b,#,0,
RNC_614a,#,0,
RNC_646d,%,0,100
RNC_647d,%,0,100
RNC_648d,%,0,100
RNC_649d,%,0,100
RNC_650d,%,0,100
RNC_651d,%,0,100
RNC_652d,%,0,100
RNC_653d,%,0,100
RNC_654d,%,0,100
RNC_655c,%,0,100
RNC_655d,%,0,100
RNC_656b,%,0,100
RNC_656c,%,0,100
RNC_657b,%,0,100
RNC_657c,%,0,100
RNC_658b,%,0,100
RNC_658c,%,0,100
RNC_659c,%,0,100
RNC_669a,#,0,
RNC_669b,#,0,
RNC_675b,#,0,
RNC_677b,#,0,
RNC_679c,#,0,
RNC_681b,#,0,
RNC_690a,%,0,100
RNC_691a,%,0,100
RNC_693a,%,0,100
RNC_724b,#,0,
RNC_726a,#,0,
RNC_726d,#,0,
RNC_726e,#,0,
RNC_726f,#,0,
RNC_742a,%,0,100
RNC_754a,cell/s,,
RNC_754b,cell/s,,
RNC_755a,cell/s,,
RNC_756b,cell/s,,
RNC_757a,cell/s,,
RNC_758a,cell/s,,
RNC_758b,cell/s,,
RNC_761a,#,0,
RNC_761b,#,0,
RNC_765a,%,0,100
RNC_765b,%,0,100
RNC_834c,%,0,100
RNC_835c,%,0,100
RNC_842c,%,0,100
RNC_843c,%,0,100
RNC_914a,%,0,100
RNC_915a,%,0,100
RNC_936a,kb/s,0,
RNC_936b,Mb/s,0,
RNC_967c,%,0,100
RNC_2537a,%,0,100
RNC_2538a,%,0,100
RNC_2544a,%,0,100
RNC_2323a,#,0,
RNC_2395a,#,0,
RNC_2374a,#,0,
RNC_2684,#,0,
RNC_2685,#,0,
RNC_2687,%,0,100
RNC_2688,%,0,100
RNC_2689,kb/s,0,
RNC_2690,kb/s,0,
RNC_2193a,#,0,
RNC_1056b,%,0,100
RNC_956c,%,0,100
RNC_956d,%,0,100
RNC_957c,%,0,100
RNC_957d,%,0,100
RNC_1103c,%,0,100
RNC_1103d,%,0,100
RNC_1104c,%,0,100
RNC_1104d,%,0,100
RNC_1105c,%,0,100
RNC_1105d,%,0,100
RNC_2181a,#,0,
RNC_2181b,#,0,
RNC_2179a,%,0,100
RNC_2179b,%,0,100
RNC_2186a,%,0,100
RNC_2186b,%,0,100
RNC_2188a,%,0,100
RNC_2188b,%,0,100
RNC_14b,kb/s,0,
RNC_15b,kb/s,0,
RNC_101a,dBm,,
RNC_134a,#,0,
RNC_134b,dBm,,
RNC_135a,#,0,
RNC_135b,dBm,,
RNC_281a,%,0,100
RNC_329b,%,0,100
RNC_1879a,Mb/s,0,
RNC_2013a,#,0,
RNC_2187a,#,0,
RNC_2192a,#,0,
RNC_2253a,%,0,100
RNC_2254a,%,0,100
RNC_2255a,%,0,100
RNC_2259a,%,0,100
RNC_2260a,%,0,100
RNC_2261a,%,0,100
RNC_2265a,%,0,100
RNC_2266a,%,0,100
RNC_2267a,%,0,100
RNC_2271a,%,0,100
RNC_2272a,%,0,100
RNC_2273a,%,0,100
RNC_2177a,%,0,100
RNC_2314a,%,0,100
RNC_2332a,%,0,100
RNC_2347a,%,0,100
RNC_2420a,%,0,100
RNC_2430a,%,0,100
RNC_2438a,%,0,100
RNC_2444a,%,0,100
RNC_2472a,%,0,100
RNC_2473a,%,0,100
RNC_2487a,%,0,100
RNC_2652a,%,0,100
RNC_2180a,%,0,100
RNC_2180b,%,0,100
RNC_1037c,#,0,
RNC_2182b,%,0,100
RNC_2182a,%,0,100
RNC_2705a,s,0,
RNC_2706a,s,0,
RNC_2707a,s,0,
RNC_2708a,s,0,
RNC_2684a,#,0,
RNC_2685a,#,0,
RNC_2687a,%,0,100
RNC_2688a,%,0,100
RNC_2689a,kb/s,0,
RNC_2690a,kb/s,0,
RNC_2693a,%,0,100
RNC_2695a,%,0,100
RNC_2696a,%,0,100
RNC_2697a,%,0,100
RNC_2698a,%,0,100
RNC_2699a,%,0,100
RNC_2700a,#,0,
RNC_2701a,#,0,
RNC_2702a,%,0,100
RNC_2703a,%,0,100
RNC_2704a,#,0,
RNC_2050b,kb/s,0,
RNC_2051b,kb/s,0,
RNC_2709a,kb/s,0,
RNC_2710a,kb/s,0,
RNC_2711a,kb/s,0,
RNC_2712a,kb/s,0,
RNC_2713a,%,0,100
RNC_2714a,#,0,
RNC_2516a,#,0,
RNC_2517a,#,0,
RNC_2518a,#,0,
RNC_2519a,#,0,
RNC_2715a,#,0,
RNC_2718a,#,0,
RNC_2722a,#,0,
RNC_2723a,#,0,
RNC_2726a,#,0,
RNC_2727a,#,0,
RNC_2728a,#,0,
RNC_2729a,#,0,
RNC_1794a,%,0,100
RNC_1629a,Mb/s,0,
RNC_1630a,Mb/s,0,
RNC_1631a,Mb/s,0,
RNC_1632a,Mb/s,0,
RNC_1633a,Mb/s,0,
RNC_1634a,Mb/s,0,
RNC_1635a,Mb/s,0,
RNC_1636a,Mb/s,0,
RNC_1637a,kb/s,0,
RNC_1638a,kb/s,0,
RNC_1637b,Mb/s,0,
RNC_1638b,Mb/s,0,
RNC_2333a,%,0,100
RNC_2359a,%,0,100
RNC_2361a,%,0,100
RNC_2370a,%,0,100
RNC_2387a,%,0,100
RNC_2284a,%,0,100
RNC_2285a,#,0,
RNC_1106c,%,0,100
RNC_1106d,%,0,100
RNC_2716a,#,0,
RNC_2724a,#,0,
RNC_2725a,#,0,
RNC_2730a,#,0,
RNC_2731a,#,0,
RNC_2733a,#,0,
RNC_2734a,#,0,
RNC_2735a,#,0,
RNC_2736a,#,0,
RNC_2737a,#,0,
RNC_2738a,#/h,0,
RNC_2740a,#/h,0,
RNC_2741a,dB,,
RNC_2742a,#/s,0,
RNC_2744a,#,0,
RNC_2745a,dBm,,
RNC_2739a,dB,,
RNC_2743a,dB,,
RNC_158b,%,0,100
RNC_158c,%,0,100
RNC_2226a,#,0,
RNC_2227a,#,0,
RNC_2228a,#,0,
RNC_2229a,#,0,
RNC_2230a,#,0,
RNC_2231a,#,0,
RNC_2239a,#,0,
RNC_2240a,#,0,
RNC_2241a,#,0,
RNC_2242a,#,0,
RNC_2243a,#,0,
RNC_2332b,%,0,100
RNC_2057a,%,0,100
RNC_2058a,%,0,100
RNC_2059a,%,0,100
RNC_2062a,%,0,100
RNC_2063a,%,0,100
RNC_2064a,%,0,100
RNC_2065a,%,0,100
RNC_2067a,%,0,100
RNC_2746a,%,0,100
RNC_2747a,%,0,100
RNC_2748a,%,0,100
RNC_2749a,%,0,100
RNC_2750a,%,0,100
RNC_19a,dBm,,
RNC_850a,%,0,100
RNC_1032d,%,0,100
RNC_1034d,%,0,100
RNC_659b,%,0,100
RNC_2755a,#,0,
RNC_2751a,%,0,100
RNC_2752a,%,0,100
RNC_2753a,%,0,100
RNC_1690a,#,0,
RNC_2107a,#,0,
RNC_2107b,#,0,
RNC_2108a,#,0,
RNC_2108b,#,0,
RNC_1884a,Mb/s,0,
RNC_2756a,%,0,100
RNC_2757a,#,0,
RNC_2758a,#,0,
RNC_2759a,%,0,100
RNC_1884b,Mb/s,0,
RNC_1884c,Mb/s,0,
RNC_3200a,%,0,100
RNC_3201a,%,0,100
RNC_3202a,%,0,100
RNC_3203a,%,0,100
RNC_3204a,%,0,100
RNC_3205a,%,0,100
RNC_3206a,%,0,100
RNC_3207a,%,0,100
RNC_3208a,%,0,100
RNC_3122a,%,0,100
RNC_3123a,%,0,100
RNC_3124a,Mb,0,
RNC_3125a,Mb,0,
RNC_3126a,#,0,
RNC_3127a,#,0,
RNC_141b,dBm,,
RNC_141c,dBm,,
RNC_142c,dBm,,
RNC_144b,dBm,,
RNC_145b,dBm,,
RNC_146b,dBm,,
RNC_142d,dBm,,
RNC_144c,dBm,,
RNC_145c,dBm,,
RNC_146c,dBm,,
RNC_2768a,#,0,
RNC_2770a,#,0,
RNC_2771a,#,0,
RNC_2772a,s,0,
RNC_2773a,s,0,
RNC_2774a,kB,0,
RNC_2775a,kB,0,
RNC_2776a,kB,0,
RNC_2777a,kB,0,
RNC_2778a,kB,0,
RNC_2779a,kB,0,
RNC_2780a,kB,0,
RNC_2781a,kB,0,
RNC_2782a,kB,0,
RNC_2786a,kb/s,0,
RNC_2787a,kb/s,0,
RNC_2788a,kb/s,0,
RNC_2789a,kb/s,0,
RNC_2790a,kb/s,0,
RNC_2792a,s,0,
RNC_2793a,s,0,
RNC_2794a,MB,0,
RNC_2795a,MB,0,
RNC_2796a,MB,0,
RNC_2797a,MB,0,
RNC_2798a,MB,0,
RNC_2799a,MB,0,
RNC_2800a,MB,0,
RNC_2801a,MB,0,
RNC_2802a,MB,0,
RNC_100g,%,0,100
RNC_1248b,%,0,100
RNC_570a,%,0,100
RNC_xxxx,%,0,100
RNC_3135a,%,0,100
RNC_3136a,%,0,100
RNC_3137a,%,0,100
RNC_3138a,%,0,100
RNC_3139a,%,0,100
RNC_3140a,%,0,100
RNC_3143a,%,0,100
RNC_3144a,%,0,100
RNC_3145a,#,0,
RNC_3146a,MB,0,
RNC_3147a,MB,0,
RNC_3148a,MB,0,
RNC_3149a,MB,0,
RNC_3150a,MB,0,
RNC_3151a,MB,0,
RNC_3152a,%,0,100
RNC_3153a,%,0,100
RNC_3154a,%,0,100
RNC_3155a,%,0,100
RNC_3156a,%,0,100
RNC_3157a,%,0,100
RNC_3159a,%,0,100
RNC_3160a,%,0,100
RNC_3161a,%,0,100
RNC_3162a,%,0,100
RNC_3163a,%,0,100
RNC_3164a,%,0,100
RNC_3165a,%,0,100
RNC_3166a,%,0,100
RNC_3167a,#,0,
RNC_3168a,#,0,
RNC_3172a,MB,0,
RNC_3173a,MB,0,
RNC_3174a,MB,0,
RNC_3175a,%,0,100
RNC_3176a,%,0,100
RNC_3177a,%,0,100
RNC_3178a,s,0,
RNC_3128a,%,0,100
RNC_3129a,%,0,100
RNC_3130a,%,0,100
RNC_3131a,%,0,100
RNC_3132a,%,0,100
RNC_3133a,%,0,100
RNC_3134a,MB,0,
RNC_2805a,#,0,
RNC_2806a,#,0,
RNC_2807a,#,0,
RNC_2808a,#,0,
RNC_2803a,s,0,
RNC_2804a,s,0,
RNC_2810a,kB,0,
RNC_2811a,kb/s,0,
RNC_2812a,kb/s,0,
RNC_1674b,%,0,100
RNC_1674c,%,0,100
RNC_1675b,%,0,100
RNC_1675c,%,0,100
RNC_3209a,#,0,
RNC_3210a,#,0,
RNC_3211a,#,0,
RNC_3212a,#,0,
RNC_1501a,#,0,
RNC_2388a,#,0,
RNC_2388b,#,0,
RNC_1777a,#,0,
RNC_1794b,%,0,100
RNC_1794c,%,0,100
RNC_2031a,%,0,100
RNC_3213a,%,0,100
RNC_3158a,s,0,
RNC_3136b,%,0,100
RNC_3135b,%,0,100
RNC_1237c,%,0,100
RNC_924a,%,0,100
RNC_330b,%,0,100
RNC_3214a,min,0,
RNC_2553a,%,0,100
RNC_2554a,%,0,100
RNC_2555a,%,0,100
RNC_2556a,%,0,100
RNC_2557a,%,0,100
RNC_2558a,%,0,100
RNC_2559a,%,0,100
RNC_2560a,%,0,100
RNC_2561a,%,0,100
RNC_2562a,%,0,100
RNC_2563a,%,0,100
RNC_2564a,%,0,100
RNC_2565a,%,0,100
RNC_2566a,%,0,100
RNC_2567a,%,0,100
RNC_2568a,%,0,100
RNC_2569a,%,0,100
RNC_2570a,%,0,100
RNC_2571a,%,0,100
RNC_2572a,%,0,100
RNC_2573a,%,0,100
RNC_2574a,%,0,100
RNC_2575a,%,0,100
RNC_2576a,%,0,100
RNC_2577a,%,0,100
RNC_2578a,%,0,100
RNC_2579a,%,0,100
RNC_2580a,%,0,100
RNC_2581a,%,0,100
RNC_2582a,%,0,100
RNC_2583a,%,0,100
RNC_2584a,%,0,100
RNC_3215a,#,0,
RNC_3216a,%,0,100
RNC_3217a,#,0,
RNC_3218a,%,0,100
RNC_3235a,#,0,
RNC_3236a,%,0,100
RNC_3237a,#,0,
RNC_3238a,%,0,100
RNC_3239a,#,0,
RNC_3240a,%,0,100
RNC_3241a,#,0,
RNC_3242a,%,0,100
RNC_3243a,#,0,
RNC_3244a,%,0,100
RNC_3245a,#,0,
RNC_3246a,%,0,100
RNC_3219a,%,0,100
RNC_3220a,%,0,100
RNC_3221a,%,0,100
RNC_3222a,%,0,100
RNC_3223a,%,0,100
RNC_3224a,%,0,100
RNC_3225a,%,0,100
RNC_3226a,%,0,100
RNC_3227a,%,0,100
RNC_3228a,%,0,100
RNC_3229a,%,0,100
RNC_3230a,%,0,100
RNC_3231a,%,0,100
RNC_3232a,%,0,100
RNC_3233a,%,0,100
RNC_3234a,%,0,100
RNC_3248a,s,0,
RNC_3249a,#,0,
RNC_3250a,s,0,
RNC_3251a,#,0,
RNC_3252a,p,0,
RNC_3253a,p,0,
RNC_3254a,p,0,
RNC_3255a,p,0,
RNC_3256a,p,0,
RNC_3257a,p,0,
RNC_3258a,p,0,
RNC_3259a,p,0,
RNC_3260a,µs,0,
RNC_3261a,p,0,
RNC_3262a,p,0,
RNC_3263a,ppb,,
RNC_3264a,ppb,,
RNC_3265a,ppb,,
RNC_3266a,p,0,
RNC_3267a,p,0,
RNC_3268a,p,0,
RNC_3247a,#,0,
RNC_2809a,kb/s,0,
RNC_1455b,kb/s,0,
RNC604a,%,0,100
RNC_3269a,%,0,100
RNC_2769a,#,0,
RNC_2792b,s,0,
RNC_2786b,kb/s,0,
RNC_2783a,kb/s,0,
RNC_2784a,kb/s,0,
RNC_2760a,#,0,
RNC_2761a,#,0,
RNC_2762a,#,0,
RNC_2763a,#,0,
RNC_2764a,#,0,
RNC_2765a,#,0,
RNC_2766a,#,0,
RNC_2767a,#,0,
RNC_2791a,#,0,
RNC_3270a,#,0,
RNC_2720a,%,0,100
RNC_2720b,#,0,
RNC_2103a,%,0,100
